GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020,AR5AA1970,AR5AA1980,AR5AA1990,AR5AA2000,AR5AA2010
"G2901410","Missouri","29","290","Morgan County","141","1410",10068,13807,15574,19309,20565,21006,3629,5309,6269,7850,8450
"G2901430","Missouri","29","290","New Madrid County","143","1430",23420,22945,20928,19760,18956,16434,7342,7965,7795,7824,7742
"G2901450","Missouri","29","290","Newton County","145","1450",32901,40555,44445,52636,58114,58648,11097,14876,16886,20140,22021
"G2901470","Missouri","29","290","Nodaway County","147","1470",22467,21996,21709,21912,23370,21241,6953,7687,7620,8138,8545
"G2901490","Missouri","29","290","Oregon County","149","1490",9180,10238,9470,10344,10881,8635,3229,3886,3851,4263,4527
"G2901510","Missouri","29","290","Osage County","151","1510",10994,12014,12018,13062,13878,13274,3300,3979,4262,4922,5328
"G2901530","Missouri","29","290","Ozark County","153","1530",6226,7961,8598,9542,9723,8553,2208,3026,3486,3950,4194
"G2901550","Missouri","29","290","Pemiscot County","155","1550",26373,24987,21921,20047,18296,15661,8483,8883,8210,7855,7350
"G2901570","Missouri","29","290","Perry County","157","1570",14393,16784,16648,18132,18971,18956,4483,5781,6111,6904,7357
"G2901590","Missouri","29","290","Pettis County","159","1590",34137,36378,35437,39403,42201,42980,11900,13839,14056,15568,16428
"G2901610","Missouri","29","290","Phelps County","161","1610",29481,33633,35248,39825,45156,44638,8981,11509,13277,15683,17564
"G2901630","Missouri","29","290","Pike County","163","1630",16928,17568,15969,18351,18516,17587,5771,6298,6083,6451,6560
"G2901650","Missouri","29","290","Platte County","165","1650",32081,46341,57867,73781,89322,106718,9644,16403,22142,29278,36103
"G2901670","Missouri","29","290","Polk County","167","1670",15415,18822,21826,26992,31137,31519,5278,6783,8031,9917,11677
"G2901690","Missouri","29","290","Pulaski County","169","1690",53781,42011,41307,41165,52274,53955,9775,10525,12397,13433,16004
"G2901710","Missouri","29","290","Putnam County","171","1710",5916,6092,5079,5223,4979,4681,2233,2402,2166,2228,2132
"G2901730","Missouri","29","290","Ralls County","173","1730",7764,8911,8476,9626,10167,10355,2607,3183,3226,3736,4091
"G2901750","Missouri","29","290","Randolph County","175","1750",22434,25460,24370,24663,25414,24716,7762,9240,8943,9199,9342
"G2901770","Missouri","29","290","Ray County","177","1770",17599,21378,21971,23354,23494,23158,5844,7512,8020,8743,8957
"G2901790","Missouri","29","290","Reynolds County","179","1790",6106,7230,6661,6689,6696,6096,2037,2639,2542,2721,2778
"G2901810","Missouri","29","290","Ripley County","181","1810",9803,12458,12303,13509,14100,10679,3357,4575,4788,5416,5637
"G2901950","Missouri","29","290","Saline County","195","1950",24633,24919,23523,23756,23370,23333,8240,9363,8903,9015,8883
"G2901970","Missouri","29","290","Schuyler County","197","1970",4665,4979,4236,4170,4431,4032,1744,1934,1729,1725,1796
"G2901990","Missouri","29","290","Scotland County","199","1990",5499,5415,4822,4983,4843,4716,1995,2057,1956,1902,1880
"G2902010","Missouri","29","290","Scott County","201","2010",33250,39647,39376,40422,39191,38059,10622,13967,14761,15626,15538
"G2902030","Missouri","29","290","Shannon County","203","2030",7196,7885,7613,8324,8441,7031,2380,2828,2917,3319,3448
"G2902050","Missouri","29","290","Shelby County","205","2050",7906,7826,6942,6799,6373,6103,2888,3090,2809,2745,2581
"G2901830","Missouri","29","290","St. Charles County","183","1830",92954,144107,212907,283883,360485,405262,25926,46471,74331,101663,134274
"G2901850","Missouri","29","290","St. Clair County","185","1850",7667,8622,8457,9652,9805,9284,2972,3406,3499,4040,4161
"G2901870","Missouri","29","290","St. Francois County","187","1870",36818,42600,48904,55641,65359,66922,12000,15189,17670,20793,23981
"G2905100","Missouri","29","290","St. Louis city","510","5100",622236,453085,396685,348189,319294,301578,215479,178048,164931,147076,142057
"G2901890","Missouri","29","290","St. Louis County","189","1890",951353,973896,993529,1016315,998954,1004125,283139,344530,380110,404312,404765
"G2901860","Missouri","29","290","Ste. Genevieve County","186","1860",12867,15180,16037,17842,18145,18479,3682,4941,5707,6586,7040
"G2902070","Missouri","29","290","Stoddard County","207","2070",25771,29009,28895,29705,29968,28672,8727,10694,11383,12064,12255
"G2902090","Missouri","29","290","Stone County","209","2090",9921,15587,19078,28658,32202,31076,3601,6107,7885,11822,13690
"G2902110","Missouri","29","290","Sullivan County","211","2110",7572,7434,6326,7219,6714,5999,2878,2951,2615,2925,2740
"G2902130","Missouri","29","290","Taney County","213","2130",13023,20467,25561,39703,51675,56066,4736,8037,10321,16158,20755
"G2902150","Missouri","29","290","Texas County","215","2150",18320,21070,21476,23003,26008,24487,6178,7863,8441,9378,10057
"G2902170","Missouri","29","290","Vernon County","217","2170",19065,19806,19041,20454,21159,19707,6272,7497,7301,7966,8396
"G2902190","Missouri","29","290","Warren County","219","2190",9699,14900,19534,24525,32513,35532,3061,5141,7070,9185,12339
"G2902210","Missouri","29","290","Washington County","221","2210",15086,17983,20380,23344,25195,23514,4530,5950,6982,8406,9355
"G2902230","Missouri","29","290","Wayne County","223","2230",8546,11277,11543,13259,13521,10974,3022,4278,4607,5551,5717
"G2902250","Missouri","29","290","Webster County","225","2250",15562,20414,23753,31045,36202,39085,5174,6929,8391,11073,13062
"G2902270","Missouri","29","290","Worth County","227","2270",3359,3008,2440,2382,2171,1973,1223,1217,1037,1009,944
"G2902290","Missouri","29","290","Wright County","229","2290",13667,16188,16758,17955,18815,18188,4782,6032,6510,7081,7499
"G3000010","Montana","30","300","Beaverhead County","001","0010",8187,8186,8424,9202,9246,9371,2683,2987,3211,3684,4014
"G3000030","Montana","30","300","Big Horn County","003","0030",10057,11096,11337,12671,12865,13124,2664,3293,3448,3924,4004
"G3000050","Montana","30","300","Blaine County","005","0050",6727,6999,6728,7009,6491,7044,1956,2257,2379,2501,2357
"G3000070","Montana","30","300","Broadwater County","007","0070",2526,3267,3318,4385,5612,6774,795,1140,1280,1752,2347
"G3000090","Montana","30","300","Carbon County","009","0090",7080,8099,8080,9552,10078,10473,2538,3096,3269,4065,4571
"G3000110","Montana","30","300","Carter County","011","0110",1956,1799,1503,1360,1160,1415,643,651,589,543,532
"G3000130","Montana","30","300","Cascade County","013","0130",81804,80696,77691,80357,81327,84414,25272,29385,30133,32547,33809
"G3000150","Montana","30","300","Chouteau County","015","0150",6473,6092,5452,5970,5813,5895,2051,2169,2064,2226,2294
"G3000170","Montana","30","300","Custer County","017","0170",12174,13109,11697,11696,11699,11867,3936,4901,4631,4768,5031
"G3000190","Montana","30","300","Daniels County","019","0190",3083,2835,2266,2017,1751,1661,1018,1046,919,892,798
"G3000210","Montana","30","300","Dawson County","021","0210",11269,11805,9505,9059,8966,8940,3368,4182,3691,3625,3749
"G3000230","Montana","30","300","Deer Lodge County","023","0230",15652,12518,10278,9417,9298,9421,4581,4421,4060,3995,4018
"G3000250","Montana","30","300","Fallon County","025","0250",4050,3763,3103,2837,2890,3049,1220,1317,1166,1140,1233
"G3000270","Montana","30","300","Fergus County","027","0270",12611,13076,12083,11893,11586,11446,4026,4714,4603,4860,5099
"G3000290","Montana","30","300","Flathead County","029","0290",39460,51966,59218,74471,90928,104357,12305,18790,22834,29588,37504
"G3000310","Montana","30","300","Gallatin County","031","0310",32505,42865,50463,67831,89513,118960,9754,14923,19015,26323,36550
"G3000330","Montana","30","300","Garfield County","033","0330",1796,1656,1589,1279,1206,1173,567,589,577,532,532
"G3000350","Montana","30","300","Glacier County","035","0350",10783,10628,12121,13247,13399,13778,2973,3435,3816,4304,4361
"G3000370","Montana","30","300","Golden Valley County","037","0370",931,1026,912,1042,884,823,321,364,330,365,363
"G3000390","Montana","30","300","Granite County","039","0390",2737,2700,2548,2830,3079,3309,924,998,1051,1200,1417
"G3000410","Montana","30","300","Hill County","041","0410",17358,17985,17654,16673,16096,16309,5225,6305,6426,6457,6275
"G3000430","Montana","30","300","Jefferson County","043","0430",5238,7029,7939,10049,11406,12085,1360,2362,2867,3747,4512
"G3000450","Montana","30","300","Judith Basin County","045","0450",2667,2646,2282,2329,2072,2023,873,955,908,951,924
"G3000470","Montana","30","300","Lake County","047","0470",14445,19056,21041,26507,28746,31134,4472,6627,7814,10192,11432
"G3000490","Montana","30","300","Lewis and Clark County","049","0490",33281,43039,47495,55716,63395,70973,10826,16066,18649,22850,26694
"G3000510","Montana","30","300","Liberty County","051","0510",2359,2329,2295,2158,2339,1959,673,835,788,833,822
"G3000530","Montana","30","300","Lincoln County","053","0530",18063,17752,17481,18837,19687,19677,5309,6063,6668,7764,8843
"G3000570","Montana","30","300","Madison County","057","0570",5014,5448,5989,6851,7691,8623,1696,2096,2387,2956,3560
"G3000550","Montana","30","300","McCone County","055","0550",2875,2702,2276,1977,1734,1729,818,896,844,810,774
"G3000590","Montana","30","300","Meagher County","059","0590",2122,2154,1819,1932,1891,1927,689,771,709,803,806
"G3000610","Montana","30","300","Mineral County","061","0610",2958,3675,3315,3884,4223,4535,918,1329,1282,1584,1911
"G3000630","Montana","30","300","Missoula County","063","0630",58263,76016,78687,95802,109299,117922,18012,28019,30782,38439,45926
"G3000650","Montana","30","300","Musselshell County","065","0650",3734,4428,4106,4497,4538,4730,1320,1698,1661,1878,2046
"G3000670","Montana","30","300","Park County","067","0670",11197,12660,14562,15694,15636,17191,3947,4924,5619,6828,7310
"G3000690","Montana","30","300","Petroleum County","069","0690",675,655,519,493,494,496,225,232,209,211,225
"G3000710","Montana","30","300","Phillips County","071","0710",5386,5367,5163,4601,4253,4217,1727,1916,1931,1848,1819
"G3000730","Montana","30","300","Pondera County","073","0730",6611,6731,6433,6424,6153,5898,1998,2334,2246,2410,2285
"G3000750","Montana","30","300","Powder River County","075","0750",2862,2520,2090,1858,1743,1694,840,889,805,737,755
"G3000770","Montana","30","300","Powell County","077","0770",6660,6958,6620,7180,7027,6946,2028,2318,2234,2422,2466
"G3000790","Montana","30","300","Prairie County","079","0790",1752,1836,1383,1199,1179,1088,611,667,568,537,551
"G3000810","Montana","30","300","Ravalli County","081","0810",14409,22493,25010,36070,40212,44174,4725,8008,9698,14289,16933
"G3000830","Montana","30","300","Richland County","083","0830",9837,12243,10716,9667,9746,11491,3060,4289,3956,3878,4167
"G3000850","Montana","30","300","Roosevelt County","085","0850",10365,10467,10999,10620,10425,10794,2948,3388,3694,3581,3553
"G3000870","Montana","30","300","Rosebud County","087","0870",6032,9899,10505,9383,9233,8329,1817,3188,3479,3307,3395
"G3000890","Montana","30","300","Sanders County","089","0890",7093,8675,8669,10227,11413,12400,2373,3180,3397,4273,5121
"G3000910","Montana","30","300","Sheridan County","091","0910",5779,5414,4732,4105,3384,3539,1815,2016,1899,1741,1587
"G3000930","Montana","30","300","Silver Bow County","093","0930",41981,38092,33941,34606,34200,35133,14142,14605,13899,14432,14932
"G3000950","Montana","30","300","Stillwater County","095","0950",4632,5598,6536,8195,9117,8963,1587,2072,2523,3234,3796
"G3000970","Montana","30","300","Sweet Grass County","097","0970",2980,3216,3154,3609,3651,3678,1056,1236,1281,1476,1590
"G3000990","Montana","30","300","Teton County","099","0990",6116,6491,6271,6445,6073,6226,1943,2316,2329,2538,2450
"G3001010","Montana","30","300","Toole County","101","1010",5839,5559,5046,5267,5324,4971,1872,2048,1922,1962,2015
"G3001030","Montana","30","300","Treasure County","103","1030",1069,981,874,861,718,762,340,357,339,357,335
"G3001050","Montana","30","300","Valley County","105","1050",11471,10250,8239,7675,7369,7578,3466,3671,3268,3150,3198
"G3001070","Montana","30","300","Wheatland County","107","1070",2529,2359,2246,2259,2168,2069,875,883,849,853,887
"G3001090","Montana","30","300","Wibaux County","109","1090",1465,1476,1191,1068,1017,937,458,510,454,421,457
"G3001110","Montana","30","300","Yellowstone County","111","1110",87367,108035,113419,129352,147972,164731,27641,39891,44689,52084,60672
"G3001130","Montana","30","300","Yellowstone National Park","113","1130",64,275,52,,,,24,124,24,,
"G3100010","Nebraska","31","310","Adams County","001","0010",30553,30656,29625,31151,31364,31205,10140,11740,11593,12141,12466
"G3100030","Nebraska","31","310","Antelope County","003","0030",9047,8675,7965,7452,6685,6295,3016,3202,3045,2953,2841
"G3100050","Nebraska","31","310","Arthur County","005","0050",606,513,462,444,460,434,199,198,187,185,187
"G3100070","Nebraska","31","310","Banner County","007","0070",1034,918,852,819,690,674,322,315,305,311,293
"G3100090","Nebraska","31","310","Blaine County","009","0090",847,867,675,583,478,431,283,307,268,238,196
"G3100110","Nebraska","31","310","Boone County","011","0110",8190,7391,6667,6259,5505,5379,2568,2681,2560,2454,2336
"G3100130","Nebraska","31","310","Box Butte County","013","0130",10094,13696,13130,12158,11308,10842,3381,5038,4898,4780,4738
"G3100150","Nebraska","31","310","Boyd County","015","0150",3752,3331,2835,2438,2099,1810,1249,1267,1148,1014,942
"G3100170","Nebraska","31","310","Brown County","017","0170",4021,4377,3657,3525,3145,2903,1394,1698,1499,1530,1449
"G3100190","Nebraska","31","310","Buffalo County","019","0190",31222,34797,37447,42259,46102,50084,9657,12284,13736,15930,18037
"G3100210","Nebraska","31","310","Burt County","021","0210",9247,8813,7868,7791,6858,6722,3182,3371,3139,3155,2906
"G3100230","Nebraska","31","310","Butler County","023","0230",9461,9330,8601,8767,8395,8369,3115,3379,3253,3426,3391
"G3100250","Nebraska","31","310","Cass County","025","0250",18076,20297,21318,24334,25241,26598,5683,7150,7797,9161,9698
"G3100270","Nebraska","31","310","Cedar County","027","0270",12192,11375,10131,9615,8852,8380,3453,3819,3652,3623,3539
"G3100290","Nebraska","31","310","Chase County","029","0290",4129,4758,4381,4068,3966,3893,1408,1722,1704,1662,1681
"G3100310","Nebraska","31","310","Cherry County","031","0310",6846,6758,6307,6148,5713,5455,2280,2502,2438,2508,2530
"G3100330","Nebraska","31","310","Cheyenne County","033","0330",10778,10057,9494,9830,9998,9468,3534,3935,3851,4071,4298
"G3100350","Nebraska","31","310","Clay County","035","0350",8266,8106,7123,7039,6542,6104,2749,3012,2741,2756,2649
"G3100370","Nebraska","31","310","Colfax County","037","0370",9498,9890,9139,10441,10515,10582,3261,3684,3562,3682,3618
"G3100390","Nebraska","31","310","Cuming County","039","0390",12034,11664,10117,10203,9139,9013,3718,4052,3851,3945,3756
"G3100410","Nebraska","31","310","Custer County","041","0410",14092,13877,12270,11793,10939,10545,4867,5271,4953,4826,4714
"G3100430","Nebraska","31","310","Dakota County","043","0430",13137,16573,16742,20253,21006,21582,3911,5716,6035,7095,7218
"G3100450","Nebraska","31","310","Dawes County","045","0450",9693,9609,9021,9060,9182,8199,3033,3498,3327,3512,3684
"G3100470","Nebraska","31","310","Dawson County","047","0470",19467,22304,19940,24365,24326,24111,6464,8179,7829,8824,8899
"G3100490","Nebraska","31","310","Deuel County","049","0490",2717,2462,2237,2098,1941,1838,970,963,915,908,867
"G3100510","Nebraska","31","310","Dixon County","051","0510",7453,7137,6143,6339,6000,5606,2408,2551,2338,2413,2370
"G3100530","Nebraska","31","310","Dodge County","053","0530",34782,35847,34500,36160,36691,37167,11315,13292,13445,14433,14990
"G3100550","Nebraska","31","310","Douglas County","055","0550",389455,397038,416444,463585,517110,584526,122460,146129,161113,182194,202411
"G3100570","Nebraska","31","310","Dundy County","057","0570",2926,2861,2582,2292,2008,1654,1063,1148,1085,961,897
