GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA2020,AR5AA1970,AR5AA1980,AR5AA1990,AR5AA2000,AR5AA2010
"G4803850","Texas","48","480","Real County","385","3850",2013,2469,2412,3047,3309,2758,678,900,924,1245,1374
"G4803870","Texas","48","480","Red River County","387","3870",14298,16101,14317,14314,12860,11587,5041,6042,5688,5827,5469
"G4803890","Texas","48","480","Reeves County","389","3890",16526,15801,15852,13137,13783,14748,4412,4789,4838,4091,3839
"G4803910","Texas","48","480","Refugio County","391","3910",9494,9289,7976,7828,7383,6741,2814,3168,2937,2985,2841
"G4803930","Texas","48","480","Roberts County","393","3930",967,1187,1025,887,929,827,344,426,391,362,359
"G4803950","Texas","48","480","Robertson County","395","3950",14389,14653,15511,16000,16622,16757,4823,5518,5793,6179,6541
"G4803970","Texas","48","480","Rockwall County","397","3970",7046,14528,25604,43080,78337,107819,2262,4865,8838,14530,26448
"G4803990","Texas","48","480","Runnels County","399","3990",12108,11872,11294,11495,10501,9900,4283,4496,4346,4428,4165
"G4804010","Texas","48","480","Rusk County","401","4010",34102,41382,43735,47372,53330,52214,11620,15011,16327,17364,18476
"G4804030","Texas","48","480","Sabine County","403","4030",7187,8702,9586,10469,10834,9894,2331,3336,3985,4485,4738
"G4804050","Texas","48","480","San Augustine County","405","4050",7858,8785,7999,8946,8865,7918,2457,3133,3073,3575,3625
"G4804070","Texas","48","480","San Jacinto County","407","4070",6702,11434,16372,22246,26384,27402,2175,4088,6247,8651,10096
"G4804090","Texas","48","480","San Patricio County","409","4090",47288,58013,58749,67138,64804,68755,12659,17551,18776,22093,22637
"G4804110","Texas","48","480","San Saba County","411","4110",5540,6204,5401,6186,6131,5730,2035,2385,2122,2289,2257
"G4804130","Texas","48","480","Schleicher County","413","4130",2277,2820,2990,2935,3461,2451,769,988,1051,1115,1182
"G4804150","Texas","48","480","Scurry County","415","4150",15760,18192,18634,16361,16921,16932,5112,6376,6368,5756,5838
"G4804170","Texas","48","480","Shackelford County","417","4170",3323,3915,3316,3302,3378,3105,1287,1493,1336,1300,1367
"G4804190","Texas","48","480","Shelby County","419","4190",19672,23084,22034,25224,25448,24022,6685,8555,8476,9595,9648
"G4804210","Texas","48","480","Sherman County","421","4210",3657,3174,2858,3186,3034,2782,1123,1117,1053,1124,1081
"G4804230","Texas","48","480","Smith County","423","4230",97096,128366,151309,174706,209714,233479,31023,46042,56800,65692,79055
"G4804250","Texas","48","480","Somervell County","425","4250",2793,4154,5360,6809,8490,9205,1035,1531,1902,2438,3078
"G4804270","Texas","48","480","Starr County","427","4270",17707,27266,40518,53597,60968,65920,4111,6858,10331,14410,17001
"G4804290","Texas","48","480","Stephens County","429","4290",8414,9926,9010,9674,9630,9101,3221,3928,3556,3661,3665
"G4804310","Texas","48","480","Sterling County","431","4310",1056,1206,1438,1393,1143,1372,346,413,494,513,440
"G4804330","Texas","48","480","Stonewall County","433","4330",2397,2406,2013,1693,1490,1245,865,941,806,713,642
"G4804350","Texas","48","480","Sutton County","435","4350",3175,5130,4135,4077,4128,3372,995,1675,1466,1515,1550
"G4804370","Texas","48","480","Swisher County","437","4370",10373,9723,8133,8378,7854,6971,3150,3294,2993,2925,2762
"G4804390","Texas","48","480","Tarrant County","439","4390",716317,860880,1170103,1446219,1809034,2110640,225873,310272,438634,533864,657134
"G4804410","Texas","48","480","Taylor County","441","4410",97853,110932,119655,126555,131506,143208,30110,38515,43301,47274,50725
"G4804430","Texas","48","480","Terrell County","443","4430",1940,1595,1410,1081,984,760,617,570,524,443,430
"G4804450","Texas","48","480","Terry County","445","4450",14118,14581,13218,12761,12651,11831,4160,4841,4478,4278,4200
"G4804470","Texas","48","480","Throckmorton County","447","4470",2205,2053,1880,1850,1641,1440,861,853,790,765,721
"G4804490","Texas","48","480","Titus County","449","4490",16702,21442,24009,28118,32334,31247,5816,7740,8508,9552,10813
"G4804510","Texas","48","480","Tom Green County","451","4510",71047,84784,98458,104010,110224,120003,22608,30369,35408,39503,42331
"G4804530","Texas","48","480","Travis County","453","4530",295516,419573,576407,812280,1024266,1290188,90614,158432,232861,320766,404467
"G4804550","Texas","48","480","Trinity County","455","4550",7628,9450,11445,13779,14585,13602,2655,3647,4647,5723,6142
"G4804570","Texas","48","480","Tyler County","457","4570",12417,16223,16646,20871,21766,19798,4064,5870,6459,7775,8007
"G4804590","Texas","48","480","Upshur County","459","4590",20976,28595,31370,35291,39309,40892,6718,10082,11360,13290,14925
"G4804610","Texas","48","480","Upton County","461","4610",4697,4619,4447,3404,3355,3308,1465,1560,1472,1256,1256
"G4804630","Texas","48","480","Uvalde County","463","4630",17348,22441,23340,25926,26405,24564,5054,6960,7553,8559,9025
"G4804650","Texas","48","480","Val Verde County","465","4650",27471,35910,38721,44856,48879,47586,7281,10355,11840,14151,15654
"G4804670","Texas","48","480","Van Zandt County","467","4670",22155,31426,37944,48140,52579,59541,7847,11660,14349,18195,20047
"G4804690","Texas","48","480","Victoria County","469","4690",53766,68807,74361,84088,86793,91319,15508,22988,26228,30071,32187
"G4804710","Texas","48","480","Walker County","471","4710",27680,41789,50917,61758,67861,76400,6851,11813,14918,18303,20969
"G4804730","Texas","48","480","Waller County","473","4730",14285,19798,23390,32663,43205,56794,3649,5726,7402,10557,14040
"G4804750","Texas","48","480","Ward County","475","4750",13019,13976,13115,10909,10658,11644,3888,4765,4444,3964,3995
"G4804770","Texas","48","480","Washington County","477","4770",18842,21998,26154,30373,33718,35805,6286,7817,9619,11322,13037
"G4804790","Texas","48","480","Webb County","479","4790",72859,99258,133239,193117,250304,267114,17867,25896,34438,50740,67106
"G4804810","Texas","48","480","Wharton County","481","4810",36729,40242,39955,41188,41280,41570,11076,13887,14210,14799,15132
"G4804830","Texas","48","480","Wheeler County","483","4830",6434,7137,5879,5284,5410,4990,2332,2740,2350,2152,2181
"G4804850","Texas","48","480","Wichita County","485","4850",121862,121082,122378,131664,131500,129350,38300,43134,45271,48441,49016
"G4804870","Texas","48","480","Wilbarger County","487","4870",15355,15931,15121,14676,13535,12887,5401,5983,5741,5537,5289
"G4804890","Texas","48","480","Willacy County","489","4890",15570,17495,17705,20082,22134,20164,3808,4760,5049,5584,5764
"G4804910","Texas","48","480","Williamson County","491","4910",37305,76521,139551,249967,422679,609017,11846,24932,48792,86766,152606
"G4804930","Texas","48","480","Wilson County","493","4930",13041,16756,22650,32408,42918,49753,3758,5429,7481,11038,15009
"G4804950","Texas","48","480","Winkler County","495","4950",9640,9944,8626,7173,7110,7791,3012,3411,2941,2584,2578
"G4804970","Texas","48","480","Wise County","497","4970",19687,26575,34679,48793,59127,68632,6605,9411,12175,17178,21015
"G4804990","Texas","48","480","Wood County","499","4990",18589,24697,29380,36752,41964,44843,6588,9242,11426,14583,17118
"G4805010","Texas","48","480","Yoakum County","501","5010",7344,8299,8786,7322,7879,7694,2163,2700,2839,2469,2643
"G4805030","Texas","48","480","Young County","503","5030",15400,19083,18126,17943,18550,17867,5659,7361,7101,7167,7343
"G4805050","Texas","48","480","Zapata County","505","5050",4352,6628,9279,12182,14018,13889,1199,2059,2862,3921,4297
"G4805070","Texas","48","480","Zavala County","507","5070",11370,11666,12162,11600,11677,9670,2686,3068,3356,3428,3573
"G4900010","Utah","49","490","Beaver County","001","0010",3800,4378,4765,6005,6629,7072,1191,1428,1594,1982,2265
"G4900030","Utah","49","490","Box Elder County","003","0030",28129,33222,36485,42745,49975,57666,7642,9808,10954,13144,16058
"G4900050","Utah","49","490","Cache County","005","0050",42331,57176,70183,91391,112656,133154,11798,17558,21021,27543,34722
"G4900070","Utah","49","490","Carbon County","007","0070",15647,22179,20228,20422,21403,20412,4945,7242,6907,7413,7978
"G4900090","Utah","49","490","Daggett County","009","0090",666,769,690,921,1059,935,187,244,253,340,426
"G4900110","Utah","49","490","Davis County","011","0110",99028,146540,187941,238994,306479,362679,23759,39994,53598,71201,93545
"G4900130","Utah","49","490","Duchesne County","013","0130",7299,12565,12645,14371,18607,19596,1943,3499,3707,4559,6003
"G4900150","Utah","49","490","Emery County","015","0150",5137,11451,10332,10860,10976,9825,1540,3276,2998,3468,3732
"G4900170","Utah","49","490","Garfield County","017","0170",3157,3673,3980,4735,5172,5083,923,1196,1321,1576,1930
"G4900190","Utah","49","490","Grand County","019","0190",6688,8241,6620,8485,9225,9669,1872,2759,2489,3434,3889
"G4900210","Utah","49","490","Iron County","021","0210",12177,17349,20789,33779,46163,57289,3378,5168,6269,10627,15022
"G4900230","Utah","49","490","Juab County","023","0230",4574,5530,5817,8238,10246,11786,1390,1707,1801,2456,3093
"G4900250","Utah","49","490","Kane County","025","0250",2421,4024,5169,6046,7125,7667,718,1286,1724,2237,2900
"G4900270","Utah","49","490","Millard County","027","0270",6988,8970,11333,12405,12503,12975,2086,2728,3349,3840,4201
"G4900290","Utah","49","490","Morgan County","029","0290",3983,4917,5528,7129,9469,12295,1054,1355,1555,2046,2820
"G4900310","Utah","49","490","Piute County","031","0310",1164,1329,1277,1435,1556,1438,367,435,449,509,576
"G4900330","Utah","49","490","Rich County","033","0330",1615,2100,1725,1961,2264,2510,475,654,521,645,805
"G4900350","Utah","49","490","Salt Lake County","035","0350",458607,619066,725956,898387,1029655,1185238,134926,201742,240680,295141,342622
"G4900370","Utah","49","490","San Juan County","037","0370",9606,12253,12621,14413,14746,14518,2206,3018,3375,4089,4505
"G4900390","Utah","49","490","Sanpete County","039","0390",10976,14620,16259,22763,27822,28437,3436,4454,4859,6547,7952
"G4900410","Utah","49","490","Sevier County","041","0410",10103,14727,15431,18842,20802,21522,3162,4587,4877,6081,7094
"G4900430","Utah","49","490","Summit County","043","0430",5879,10198,15518,29736,36324,42357,1727,3381,5271,10332,12990
"G4900450","Utah","49","490","Tooele County","045","0450",21545,26033,26601,40735,58218,72698,6078,7966,8581,12677,17971
"G4900470","Utah","49","490","Uintah County","047","0470",12684,20506,22211,25224,32588,35620,3433,5949,6670,8187,10563
"G4900490","Utah","49","490","Utah County","049","0490",137776,218106,263590,368536,516564,659399,34473,58515,70168,99937,140602
"G4900510","Utah","49","490","Wasatch County","051","0510",5863,8523,10089,15215,23530,34788,1667,2595,3074,4743,7287
"G4900530","Utah","49","490","Washington County","053","0530",13669,26065,48560,90354,138115,180279,3834,7801,15256,29939,46334
"G4900550","Utah","49","490","Wayne County","055","0550",1483,1911,2177,2509,2778,2486,456,615,699,890,1059
"G4900570","Utah","49","490","Weber County","057","0570",126278,144616,158330,196533,231236,262223,37268,47643,53253,65698,78748
"G5000010","Vermont","50","500","Addison County","001","0010",24266,29406,32953,35974,36821,37363,6617,9380,11410,13068,14084
"G5000030","Vermont","50","500","Bennington County","003","0030",29282,33345,35845,36994,37125,37347,9222,11956,13595,14846,15470
"G5000050","Vermont","50","500","Caledonia County","005","0050",22789,25808,27846,29702,31227,30233,7163,9225,10368,11663,12553
"G5000070","Vermont","50","500","Chittenden County","007","0070",99131,115534,131761,146571,156545,168323,27582,38528,48439,56452,61827
"G5000090","Vermont","50","500","Essex County","009","0090",5416,6313,6405,6459,6306,5920,1637,2180,2344,2602,2818
"G5000110","Vermont","50","500","Franklin County","011","0110",31282,34788,39980,45417,47746,49946,9172,11586,14326,16765,18513
"G5000130","Vermont","50","500","Grand Isle County","013","0130",3574,4613,5318,6901,6970,7293,1069,1603,2018,2761,2902
"G5000150","Vermont","50","500","Lamoille County","015","0150",13309,16767,19735,23233,24475,25945,3904,5897,7397,9221,10014
"G5000170","Vermont","50","500","Orange County","017","0170",17676,22739,26149,28226,28936,29277,5226,7762,9455,10936,11887
"G5000190","Vermont","50","500","Orleans County","019","0190",20153,23440,24053,26277,27231,27393,6022,8097,8873,10446,11320
"G5000210","Vermont","50","500","Rutland County","021","0210",52637,58347,62142,63400,61642,60572,15769,20604,23690,25678,25984
"G5000230","Vermont","50","500","Washington County","023","0230",47659,52393,54928,58039,59534,59807,14146,18613,20948,23659,25027
"G5000250","Vermont","50","500","Windham County","025","0250",33074,36933,41588,44216,44513,45905,10461,13840,16264,18375,19290
"G5000270","Vermont","50","500","Windsor County","027","0270",44082,51030,54055,57418,56670,57753,14108,19054,21523,24162,24753
"G5100010","Virginia","51","510","Accomack County","001","0010",29004,31268,31703,38305,33164,33413,9713,11600,12653,15299,13798
"G5100030","Virginia","51","510","Albemarle County","003","0030",37780,55783,68040,79236,98970,112395,10541,18886,24433,31876,38157
"G5105100","Virginia","51","510","Alexandria city","510","5100",110938,103217,111183,128283,139966,159467,42477,49004,53280,61889,68082
"G5100050","Virginia","51","510","Alleghany County","005","0050",12461,14333,13176,12926,16250,15223,3654,4851,4942,5149,6891
"G5100070","Virginia","51","510","Amelia County","007","0070",7592,8405,8787,11400,12690,13265,2087,2758,3131,4240,4821
"G5100090","Virginia","51","510","Amherst County","009","0090",26072,29122,28578,31894,32353,31307,6468,8962,9827,11941,12560
"G5100110","Virginia","51","510","Appomattox County","011","0110",9784,11971,12298,13705,14973,16119,2910,4053,4531,5322,6033
"G5100130","Virginia","51","510","Arlington County","013","0130",174284,152599,170936,189453,207627,238643,69360,71615,78520,86352,98050
"G5100150","Virginia","51","510","Augusta County","015","0150",44220,53732,54677,65615,73750,77487,12664,17978,19781,24818,28516
"G5100170","Virginia","51","510","Bath County","017","0170",5192,5860,4799,5048,4731,4209,1691,1961,1895,2053,2162
"G5105150","Virginia","51","510","Bedford city","515","5150",6011,5991,6073,6299,6222,,1975,2299,2475,2519,2627
"G5100190","Virginia","51","510","Bedford County","019","0190",26728,34927,45656,60371,68676,79462,7849,11985,17292,23838,27465
"G5100210","Virginia","51","510","Bland County","021","0210",5423,6349,6514,6871,6824,6270,1582,2078,2244,2568,2566
"G5100230","Virginia","51","510","Botetourt County","023","0230",18193,23270,24992,30496,33148,33596,5503,7972,9148,11700,13126
"G5105200","Virginia","51","510","Bristol city","520","5200",14857,19042,18426,17367,17835,17219,4819,7238,7591,7678,7879
"G5100250","Virginia","51","510","Brunswick County","025","0250",16172,15632,15987,18419,17434,15849,4390,5019,5499,6277,6366
"G5100270","Virginia","51","510","Buchanan County","027","0270",32071,37989,31333,26978,24098,20355,8372,11782,11061,10464,9968
"G5100290","Virginia","51","510","Buckingham County","029","0290",10597,11751,12873,15623,17146,16824,3014,3859,4341,5324,5965
"G5105300","Virginia","51","510","Buena Vista city","530","5300",6425,6717,6406,6349,6650,6641,1925,2268,2404,2547,2603
"G5100310","Virginia","51","510","Campbell County","031","0310",43319,45424,47572,51078,54842,55696,12763,15130,17952,20639,22441
"G5100330","Virginia","51","510","Caroline County","033","0330",13925,17904,19217,22121,28545,30887,3739,5721,6631,8021,10456
"G5100350","Virginia","51","510","Carroll County","035","0350",23092,27270,26594,29245,30042,29155,7244,9741,10463,12186,12831
"G5100360","Virginia","51","510","Charles City County","036","0360",6158,6692,6282,6926,7256,6773,1466,1953,2161,2670,2955
"G5100370","Virginia","51","510","Charlotte County","037","0370",11551,12266,11688,12472,12586,11529,3270,4050,4312,4951,5109
"G5105400","Virginia","51","510","Charlottesville city","540","5400",38880,39916,40341,45049,43475,46553,13647,15401,16009,16851,17778
"G5105500","Virginia","51","510","Chesapeake city","550","5500",89580,114486,151976,199184,222209,249422,25153,36383,51965,69900,79574
"G5100410","Virginia","51","510","Chesterfield County","041","0410",76855,141372,209274,259903,316236,364548,21793,45821,73441,93772,115680
"G5100430","Virginia","51","510","Clarke County","043","0430",8102,9965,12101,12652,14034,14783,2485,3514,4236,4942,5509
"G5105600","Virginia","51","510","Clifton Forge City","560","5600",5501,5046,4679,4289,,,1876,1896,1930,1841,
"G5105700","Virginia","51","510","Colonial Heights city","570","5700",15097,16509,16064,16897,17411,18170,4739,5871,6363,7027,7275
"G5105800","Virginia","51","510","Covington city","580","5800",10060,9063,6991,6303,5961,5737,3333,3511,2998,2835,2632
"G5100450","Virginia","51","510","Craig County","045","0450",3524,3948,4372,5091,5190,4892,1117,1452,1676,2060,2183
"G5100470","Virginia","51","510","Culpeper County","047","0470",18218,22620,27791,34262,46689,52552,5323,7605,9757,12141,16231
"G5100490","Virginia","51","510","Cumberland County","049","0490",6179,7881,7825,9017,10052,9675,1766,2560,2813,3528,3980
"G5105900","Virginia","51","510","Danville city","590","5900",46391,45642,53056,48411,43055,42590,15465,17511,21712,20607,18831
"G5100510","Virginia","51","510","Dickenson County","051","0510",16077,19806,17620,16395,15903,14124,4526,6402,6457,6732,6590
"G5100530","Virginia","51","510","Dinwiddie County","053","0530",25046,22602,20960,24533,28001,27947,5701,6421,7492,9107,10504
"G5105950","Virginia","51","510","Emporia city","595","5950",5300,4840,5306,5665,5927,5766,1733,1754,2031,2226,2316
"G5100570","Virginia","51","510","Essex County","057","0570",7099,8864,8689,9989,11151,10599,2056,3040,3258,3995,4517
"G5106000","Virginia","51","510","Fairfax city","600","6000",21970,19390,19622,21498,22565,24146,6122,6881,7362,8035,8347
"G5100590","Virginia","51","510","Fairfax County","059","0590",455021,596901,818584,969749,1081726,1150309,126516,205166,292345,350714,391627
"G5106100","Virginia","51","510","Falls Church city","610","6100",10772,9515,9578,10377,12332,14658,3685,4250,4195,4471,5101
"G5100610","Virginia","51","510","Fauquier County","061","0610",26375,35889,48741,55139,65203,72972,7577,11607,16509,19842,23658
"G5100630","Virginia","51","510","Floyd County","063","0630",9775,11563,12005,13874,15279,15476,3092,4142,4763,5791,6415
"G5100650","Virginia","51","510","Fluvanna County","065","0650",7621,10244,12429,20047,25691,27249,2208,3400,4518,7387,9449
"G5106200","Virginia","51","510","Franklin city","620","6200",6880,7308,7864,8346,8582,8180,2111,2588,3006,3384,3530
"G5100670","Virginia","51","510","Franklin County","067","0670",26858,35740,39549,47286,56159,54477,7658,11856,14655,18963,22780
"G5100690","Virginia","51","510","Frederick County","069","0690",28893,34150,45723,59209,78305,91419,8570,11467,16470,22097,28864
"G5106300","Virginia","51","510","Fredericksburg city","630","6300",14450,15322,19027,19279,24286,27982,4571,5927,7450,8102,9505
"G5106400","Virginia","51","510","Galax city","640","6400",6278,6524,6670,6837,7042,6720,2153,2625,2750,2950,2922
"G5100710","Virginia","51","510","Giles County","071","0710",16741,17810,16366,16657,17286,16787,5194,6280,6461,6994,7215
"G5100730","Virginia","51","510","Gloucester County","073","0730",14059,20107,30131,34780,36858,38711,4430,7146,10966,13127,14293
"G5100750","Virginia","51","510","Goochland County","075","0750",10069,11761,14163,16863,21717,24727,2590,3678,4880,6158,7998
"G5100770","Virginia","51","510","Grayson County","077","0770",15439,16579,16278,17917,15533,15333,4966,5998,6468,7259,6846
"G5100790","Virginia","51","510","Greene County","079","0790",5248,7625,10297,15244,18403,20552,1446,2554,3749,5574,6780
"G5100810","Virginia","51","510","Greensville County","081","0810",9604,10903,8853,11560,12243,11391,2590,3446,3150,3375,3566
"G5100830","Virginia","51","510","Halifax County","083","0830",30076,30599,29033,37355,36241,34022,8515,10182,10728,15018,15085
"G5106500","Virginia","51","510","Hampton city","650","6500",120779,122617,133793,146437,137436,137148,34586,41506,49673,53887,55031
"G5100850","Virginia","51","510","Hanover County","085","0850",37479,50398,63306,86320,99863,109979,10501,16267,22628,31121,36589
"G5106600","Virginia","51","510","Harrisonburg city","660","6600",14605,19671,30707,40468,48914,51814,4327,5956,10310,13133,15988
"G5100870","Virginia","51","510","Henrico County","087","0870",154364,180735,217881,262300,306935,334389,48250,67037,89138,108121,124601
"G5100890","Virginia","51","510","Henry County","089","0890",50901,57654,56942,57930,54151,50948,14763,19569,21771,23910,23151
"G5100910","Virginia","51","510","Highland County","091","0910",2529,2937,2635,2536,2321,2232,838,1109,1081,1131,1081
"G5106700","Virginia","51","510","Hopewell city","670","6700",23471,23397,23101,22354,22591,23033,7251,8506,9014,9055,9129
"G5100930","Virginia","51","510","Isle of Wight County","093","0930",18285,21603,25053,29728,35270,38606,5025,7046,9032,11319,13718
"G5100950","Virginia","51","510","James City County","095","0950",17853,22763,34859,48102,67009,78254,4555,7639,12968,19003,26860
"G5100970","Virginia","51","510","King and Queen County","097","0970",5491,5968,6289,6630,6945,6608,1592,2056,2339,2673,2882
"G5100990","Virginia","51","510","King George County","099","0990",8039,10543,13527,16803,23584,26723,2359,3513,4736,6091,8376
"G5101010","Virginia","51","510","King William County","101","1010",7497,9334,10913,13146,15935,17810,2157,3091,3834,4846,5979
"G5101030","Virginia","51","510","Lancaster County","103","1030",9126,10129,10896,11567,11391,10919,3022,3939,4564,5004,5265
"G5101050","Virginia","51","510","Lee County","105","1050",20321,25956,24496,23589,25587,22173,6530,8904,9231,9706,10159
"G5106780","Virginia","51","510","Lexington city","678","6780",7597,7292,6959,6867,7042,7320,2135,2179,2172,2232,2237
"G5101070","Virginia","51","510","Loudoun County","107","1070",37150,57427,86129,169599,312311,420959,10402,18653,30490,59900,104583
"G5101090","Virginia","51","510","Louisa County","109","1090",14004,17825,20325,25627,33153,37596,4040,5959,7427,9945,12944
"G5101110","Virginia","51","510","Lunenburg County","111","1110",11687,12124,11419,13146,12914,11936,3523,4255,4423,4998,4957
"G5106800","Virginia","51","510","Lynchburg city","680","6800",54083,66743,66049,65269,75568,79009,17475,23940,25143,25477,28476
"G5101130","Virginia","51","510","Madison County","113","1130",8638,10232,11949,12520,13308,13837,2546,3412,4144,4739,5083
"G5106830","Virginia","51","510","Manassas city","683","6830",,15438,27957,35135,37821,42772,,5048,9481,11757,12527
"G5106850","Virginia","51","510","Manassas Park city","685","6850",,6524,6734,10290,14273,17219,,1858,2182,3254,4507
"G5106900","Virginia","51","510","Martinsville city","690","6900",19653,18149,16162,15416,13821,13485,6021,6636,6839,6498,6084
"G5101150","Virginia","51","510","Mathews County","115","1150",7168,7995,8348,9207,8978,8533,2504,3118,3530,3932,3858
"G5101170","Virginia","51","510","Mecklenburg County","117","1170",29426,29444,29241,32380,32727,30319,8696,10154,11244,12951,13495
"G5101190","Virginia","51","510","Middlesex County","119","1190",6295,7719,8653,9932,10959,10625,2078,2922,3530,4253,4708
"G5101210","Virginia","51","510","Montgomery County","121","1210",47157,63516,73913,83629,94392,99721,13285,20831,26241,30997,35767
"G5101230","Virginia","51","510","Nansemond County","123","1230",35166,,,,,,9788,,,,
"G5101250","Virginia","51","510","Nelson County","125","1250",11702,12204,12778,14445,15020,14775,3494,4267,4807,5887,6396
"G5101270","Virginia","51","510","New Kent County","127","1270",5300,8781,10445,13462,18429,22945,1487,2934,3718,4925,6813
"G5107000","Virginia","51","510","Newport News city","700","7000",138177,144903,170045,180150,180719,186247,39537,51314,63952,69686,70664
"G5107100","Virginia","51","510","Norfolk city","710","7100",307951,266979,261229,234403,242803,238005,86742,87802,89478,86210,86485
"G5101310","Virginia","51","510","Northampton County","131","1310",14442,14625,13061,13093,12389,12282,4680,5394,5129,5321,5323
"G5101330","Virginia","51","510","Northumberland County","133","1330",9239,9828,10524,12259,12330,11839,3063,3813,4492,5470,5540
"G5107200","Virginia","51","510","Norton city","720","7200",4001,4757,4247,3904,3958,3687,1315,1653,1697,1730,1750
"G5101350","Virginia","51","510","Nottoway County","135","1350",14260,14666,14993,15725,15853,15642,4260,5017,5244,5664,5706
"G5101370","Virginia","51","510","Orange County","137","1370",13792,18063,21421,25881,33481,36254,4282,6252,7930,10150,12895
"G5101390","Virginia","51","510","Page County","139","1390",16581,19401,21690,23177,24042,23709,5280,6924,8055,9305,9746
"G5101410","Virginia","51","510","Patrick County","141","1410",15282,17647,17473,19407,18490,17608,4723,6219,6908,8141,8081
"G5107300","Virginia","51","510","Petersburg city","730","7300",36103,41055,38386,33740,32420,33458,11262,14920,14730,13799,13634
"G5101430","Virginia","51","510","Pittsylvania County","143","1430",58789,66147,55655,61745,63506,60501,16582,22147,20613,24684,26183
"G5107350","Virginia","51","510","Poquoson city","735","7350",,8726,11005,11566,12150,12460,,2781,3769,4166,4525
"G5107400","Virginia","51","510","Portsmouth city","740","7400",110963,104577,103907,100565,95535,97915,34511,36746,38741,38170,37324
"G5101450","Virginia","51","510","Powhatan County","145","1450",7696,13062,15328,22377,28046,30333,1755,3580,4672,7258,9494
"G5101470","Virginia","51","510","Prince Edward County","147","1470",14379,16456,17320,19720,23368,21849,3944,4937,5373,6561,7916
"G5101490","Virginia","51","510","Prince George County","149","1490",29092,25733,27394,33047,35725,43010,5682,6507,8250,10159,11451
"G5101530","Virginia","51","510","Prince William County","153","1530",111102,144703,215686,280813,402002,482204,27760,43790,69709,94570,130785
"G5101550","Virginia","51","510","Pulaski County","155","1550",29564,35229,34496,35127,34872,33800,9027,12380,13349,14643,14821
"G5107500","Virginia","51","510","Radford city","750","7500",11596,13225,15940,15859,16408,16070,3107,3955,5207,5809,5990
"G5101570","Virginia","51","510","Rappahannock County","157","1570",5199,6093,6622,6983,7373,7348,1545,2145,2496,2788,3072
"G5107600","Virginia","51","510","Richmond city","760","7600",249621,219214,203056,197790,204214,226610,82769,85797,85337,84549,87151
"G5101590","Virginia","51","510","Richmond County","159","1590",5841,6952,7273,8809,9254,8923,1753,2425,2645,2937,3159
"G5107700","Virginia","51","510","Roanoke city","770","7700",92115,100220,96397,94911,97032,100011,31928,40023,41030,42003,42712
"G5101610","Virginia","51","510","Roanoke County","161","1610",67339,72945,79332,85778,92376,96929,19887,25237,30355,34686,37608
"G5101630","Virginia","51","510","Rockbridge County","163","1630",16637,17911,18350,20808,22307,22650,5017,6324,7202,8486,9555
"G5101650","Virginia","51","510","Rockingham County","165","1650",47890,57038,57482,67725,76314,83757,13961,19078,20750,25355,29177
"G5101670","Virginia","51","510","Russell County","167","1670",24533,31761,28667,30308,28897,25781,7020,10628,10641,11789,11943
"G5107750","Virginia","51","510","Salem city","775","7750",21982,23958,23756,24747,24802,25346,6650,8646,9161,9954,10045
"G5101690","Virginia","51","510","Scott County","169","1690",24376,25068,23204,23403,23177,21576,7414,8748,8966,9795,9775
"G5101710","Virginia","51","510","Shenandoah County","171","1710",22852,27559,31636,35075,41993,44186,7526,10035,12452,14296,17076
"G5101730","Virginia","51","510","Smyth County","173","1730",31349,33366,32370,33081,32208,29800,9006,11423,12234,13493,13319
"G5107800","Virginia","51","510","South Boston City","780","7800",6889,7093,6997,,,,2247,2616,2795,,
"G5101750","Virginia","51","510","Southampton County","175","1750",18582,18731,17550,17482,18570,17996,4920,5774,6009,6279,6719
"G5101770","Virginia","51","510","Spotsylvania County","177","1770",16424,34435,57403,90395,122397,140032,4715,10860,18945,31308,41942
"G5101790","Virginia","51","510","Stafford County","179","1790",24587,40470,61236,92446,128961,156927,6706,12172,19415,30187,41769
"G5107900","Virginia","51","510","Staunton city","790","7900",24504,21857,24461,23853,23746,25750,7410,8097,9432,9676,10480
"G5108000","Virginia","51","510","Suffolk city","800","8000",9858,47621,52141,63677,84585,94324,3348,15742,18516,23283,30868
"G5101810","Virginia","51","510","Surry County","181","1810",5882,6046,6145,6829,7058,6561,1578,2009,2283,2619,2826
"G5101830","Virginia","51","510","Sussex County","183","1830",11464,10874,10248,12504,12087,10829,3035,3573,3795,4126,3994
"G5101850","Virginia","51","510","Tazewell County","185","1850",39816,50511,45960,44598,45078,40429,11955,17079,17309,18277,18449
"G5108100","Virginia","51","510","Virginia Beach city","810","8100",172106,262199,393069,425257,437994,459470,45130,85155,135566,154455,165089
"G5101870","Virginia","51","510","Warren County","187","1870",15301,21200,26142,31584,37575,40727,4976,7754,9879,12087,14085
"G5101910","Virginia","51","510","Washington County","191","1910",40835,46487,45887,51103,54876,53935,12447,15866,17483,21056,22843
"G5108200","Virginia","51","510","Waynesboro city","820","8200",16707,15329,18549,19520,21006,22196,5348,5870,7568,8332,8903
"G5101930","Virginia","51","510","Westmoreland County","193","1930",12142,14041,15480,16718,17454,18477,3702,5042,6057,6846,7310
