GEO_ID,Geographic Area Name,Count Total population,Count Total housing units,Count Occupied housing units,Count Vacant housing units,Count Owner-occupied housing units,Percent Total housing units,Percent Occupied housing units,Percent Vacant housing units,Percent!!HOUSING TENURE!!Occupied housing units,Percen Owner-occupied housing units among Occupied housing units,Percent Renter-occupied housing units among Occupied housing units
US01001,"Autauga County, Alabama",58805,24350,22412,1938,16542,100,92,8,100,73.8,26.2
US01003,"Baldwin County, Alabama",231767,124148,93116,31032,69186,100,75,25,100,74.3,25.7
US01005,"Barbour County, Alabama",25223,11618,9677,1941,6194,100,83.3,16.7,100,64,36
US01007,"Bibb County, Alabama",22293,9002,7927,1075,5933,100,88.1,11.9,100,74.8,25.2
US01009,"Blount County, Alabama",59134,24622,22367,2255,18098,100,90.8,9.2,100,80.9,19.1
US01011,"Bullock County, Alabama",10357,4516,3928,588,2638,100,87,13,100,67.2,32.8
US01013,"Butler County, Alabama",19051,9806,8170,1636,5260,100,83.3,16.7,100,64.4,35.6
US01015,"Calhoun County, Alabama",116441,53052,46437,6615,31763,100,87.5,12.5,100,68.4,31.6
US01017,"Chambers County, Alabama",34772,16373,14238,2135,9408,100,87,13,100,66.1,33.9
US01019,"Cherokee County, Alabama",24971,14513,10411,4102,8241,100,71.7,28.3,100,79.2,20.8
US01021,"Chilton County, Alabama",45014,19438,17302,2136,13233,100,89,11,100,76.5,23.5
US01023,"Choctaw County, Alabama",12665,7104,5675,1429,4606,100,79.9,20.1,100,81.2,18.8
US01025,"Clarke County, Alabama",23087,11655,9662,1993,7326,100,82.9,17.1,100,75.8,24.2
US01027,"Clay County, Alabama",14236,7035,5926,1109,4373,100,84.2,15.8,100,73.8,26.2
US01029,"Cleburne County, Alabama",15056,6801,6054,747,4579,100,89,11,100,75.6,24.4
US01031,"Coffee County, Alabama",53465,24105,21263,2842,14346,100,88.2,11.8,100,67.5,32.5
US01033,"Colbert County, Alabama",57227,27666,24425,3241,16868,100,88.3,11.7,100,69.1,30.9
US01035,"Conecuh County, Alabama",11597,6382,5066,1316,3737,100,79.4,20.6,100,73.8,26.2
US01037,"Coosa County, Alabama",10387,5999,4451,1548,3479,100,74.2,25.8,100,78.2,21.8
US01039,"Covington County, Alabama",37570,18596,15515,3081,11280,100,83.4,16.6,100,72.7,27.3
US01041,"Crenshaw County, Alabama",13194,6516,5680,836,4038,100,87.2,12.8,100,71.1,28.9
US01043,"Cullman County, Alabama",87866,39145,34723,4422,25768,100,88.7,11.3,100,74.2,25.8
US01045,"Dale County, Alabama",49326,22761,20159,2602,12019,100,88.6,11.4,100,59.6,40.4
US01047,"Dallas County, Alabama",38462,18880,16037,2843,9685,100,84.9,15.1,100,60.4,39.6
US01049,"DeKalb County, Alabama",71608,30584,27145,3439,20075,100,88.8,11.2,100,74,26
US01051,"Elmore County, Alabama",87977,36818,32567,4251,24736,100,88.5,11.5,100,76,24
US01053,"Escambia County, Alabama",36757,16684,14499,2185,10112,100,86.9,13.1,100,69.7,30.3
US01055,"Etowah County, Alabama",103436,47306,41974,5332,29840,100,88.7,11.3,100,71.1,28.9
US01057,"Fayette County, Alabama",16321,7760,6653,1107,5009,100,85.7,14.3,100,75.3,24.7
US01059,"Franklin County, Alabama",32113,13912,12142,1770,8273,100,87.3,12.7,100,68.1,31.9
US01061,"Geneva County, Alabama",26659,12452,10874,1578,7953,100,87.3,12.7,100,73.1,26.9
US01063,"Greene County, Alabama",7730,4205,3388,817,2320,100,80.6,19.4,100,68.5,31.5
US01065,"Hale County, Alabama",14785,7399,6138,1261,4637,100,83,17,100,75.5,24.5
US01067,"Henry County, Alabama",17146,9058,7169,1889,5611,100,79.1,20.9,100,78.3,21.7
US01069,"Houston County, Alabama",107202,49282,44368,4914,27823,100,90,10,100,62.7,37.3
US01071,"Jackson County, Alabama",52579,24627,21733,2894,16197,100,88.2,11.8,100,74.5,25.5
US01073,"Jefferson County, Alabama",674721,307927,274699,33228,168557,100,89.2,10.8,100,61.4,38.6
US01075,"Lamar County, Alabama",13972,7071,5958,1113,4407,100,84.3,15.7,100,74,26
US01077,"Lauderdale County, Alabama",93564,44585,39544,5041,26371,100,88.7,11.3,100,66.7,33.3
US01079,"Lawrence County, Alabama",33073,15225,13517,1708,10724,100,88.8,11.2,100,79.3,20.7
US01081,"Lee County, Alabama",174241,74856,68728,6128,39925,100,91.8,8.2,100,58.1,41.9
US01083,"Limestone County, Alabama",103570,42692,39365,3327,30105,100,92.2,7.8,100,76.5,23.5
US01085,"Lowndes County, Alabama",10311,4779,4272,507,3246,100,89.4,10.6,100,76,24
US01087,"Macon County, Alabama",19532,9604,7965,1639,5022,100,82.9,17.1,100,63.1,36.9
US01089,"Madison County, Alabama",388153,169820,157770,12050,104650,100,92.9,7.1,100,66.3,33.7
US01091,"Marengo County, Alabama",19323,9777,8226,1551,5945,100,84.1,15.9,100,72.3,27.7
US01093,"Marion County, Alabama",29341,14073,12228,1845,8604,100,86.9,13.1,100,70.4,29.6
US01095,"Marshall County, Alabama",97612,41245,37257,3988,26258,100,90.3,9.7,100,70.5,29.5
US01097,"Mobile County, Alabama",414809,184441,163750,20691,105752,100,88.8,11.2,100,64.6,35.4
US01099,"Monroe County, Alabama",19772,10127,8337,1790,6234,100,82.3,17.7,100,74.8,25.2
US01101,"Montgomery County, Alabama",228954,105293,93223,12070,52462,100,88.5,11.5,100,56.3,43.7
US01103,"Morgan County, Alabama",123421,53265,49241,4024,34525,100,92.4,7.6,100,70.1,29.9
US01105,"Perry County, Alabama",8511,3933,3360,573,2265,100,85.4,14.6,100,67.4,32.6
US01107,"Pickens County, Alabama",19123,8646,7437,1209,5537,100,86,14,100,74.5,25.5
US01109,"Pike County, Alabama",33009,15977,13901,2076,7908,100,87,13,100,56.9,43.1
US01111,"Randolph County, Alabama",21967,12400,8931,3469,6702,100,72,28,100,75,25
US01113,"Russell County, Alabama",59183,27253,23997,3256,13700,100,88.1,11.9,100,57.1,42.9
US01115,"St. Clair County, Alabama",91103,37775,34376,3399,27897,100,91,9,100,81.2,18.8
US01117,"Shelby County, Alabama",223024,89060,84241,4819,65785,100,94.6,5.4,100,78.1,21.9
US01119,"Sumter County, Alabama",12345,6279,5020,1259,3395,100,79.9,20.1,100,67.6,32.4
US01121,"Talladega County, Alabama",82149,37948,33090,4858,23278,100,87.2,12.8,100,70.3,29.7
US01123,"Tallapoosa County, Alabama",41311,22686,17376,5310,12397,100,76.6,23.4,100,71.3,28.7
US01125,"Tuscaloosa County, Alabama",227036,101460,89962,11498,52969,100,88.7,11.3,100,58.9,41.1
US01127,"Walker County, Alabama",65342,29975,26423,3552,19705,100,88.2,11.8,100,74.6,25.4
US01129,"Washington County, Alabama",15388,7712,6321,1391,5239,100,82,18,100,82.9,17.1
US01131,"Wilcox County, Alabama",10600,5261,4316,945,3333,100,82,18,100,77.2,22.8
US01133,"Winston County, Alabama",23540,13015,9845,3170,7545,100,75.6,24.4,100,76.6,23.4
US02013,"Aleutians East Borough, Alaska",3420,679,483,196,305,100,71.1,28.9,100,63.1,36.9
US02016,"Aleutians West Census Area, Alaska",5232,1331,902,429,364,100,67.8,32.2,100,40.4,59.6
US02020,"Anchorage Municipality, Alaska",291247,118640,109343,9297,65630,100,92.2,7.8,100,60,40
US02050,"Bethel Census Area, Alaska",18666,5984,4897,1087,2984,100,81.8,18.2,100,60.9,39.1
US02060,"Bristol Bay Borough, Alaska",844,857,357,500,205,100,41.7,58.3,100,57.4,42.6
US02063,"Chugach Census Area, Alaska",7102,3565,2788,777,1783,100,78.2,21.8,100,64,36
US02066,"Copper River Census Area, Alaska",2617,2769,1134,1635,852,100,41,59,100,75.1,24.9
US02068,"Denali Borough, Alaska",1619,1606,748,858,544,100,46.6,53.4,100,72.7,27.3
US02070,"Dillingham Census Area, Alaska",4857,2405,1558,847,993,100,64.8,35.2,100,63.7,36.3
US02090,"Fairbanks North Star Borough, Alaska",95655,42659,36521,6138,21494,100,85.6,14.4,100,58.9,41.1
US02100,"Haines Borough, Alaska",2080,1370,966,404,698,100,70.5,29.5,100,72.3,27.7
US02105,"Hoonah-Angoon Census Area, Alaska",2365,1777,979,798,674,100,55.1,44.9,100,68.8,31.2
US02110,"Juneau City and Borough, Alaska",32255,14093,12940,1153,8065,100,91.8,8.2,100,62.3,37.7
US02122,"Kenai Peninsula Borough, Alaska",58799,32622,23873,8749,17710,100,73.2,26.8,100,74.2,25.8
US02130,"Ketchikan Gateway Borough, Alaska",13948,6614,5479,1135,3252,100,82.8,17.2,100,59.4,40.6
US02150,"Kodiak Island Borough, Alaska",13101,5825,4612,1213,2600,100,79.2,20.8,100,56.4,43.6
US02158,"Kusilvak Census Area, Alaska",8368,2342,1943,399,1391,100,83,17,100,71.6,28.4
US02164,"Lake and Peninsula Borough, Alaska",1476,1469,543,926,386,100,37,63,100,71.1,28.9
US02170,"Matanuska-Susitna Borough, Alaska",107081,51077,38380,12697,29026,100,75.1,24.9,100,75.6,24.4
US02180,"Nome Census Area, Alaska",10046,4095,3030,1065,1759,100,74,26,100,58.1,41.9
US02185,"North Slope Borough, Alaska",11031,2619,2190,429,1020,100,83.6,16.4,100,46.6,53.4
US02188,"Northwest Arctic Borough, Alaska",7793,2717,2014,703,1147,100,74.1,25.9,100,57,43
US02195,"Petersburg Borough, Alaska",3398,1718,1367,351,972,100,79.6,20.4,100,71.1,28.9
US02198,"Prince of Wales-Hyder Census Area, Alaska",5753,3227,2312,915,1611,100,71.6,28.4,100,69.7,30.3
US02220,"Sitka City and Borough, Alaska",8458,4139,3421,718,2062,100,82.7,17.3,100,60.3,39.7
US02230,"Skagway Municipality, Alaska",1240,760,531,229,297,100,69.9,30.1,100,55.9,44.1
US02240,"Southeast Fairbanks Census Area, Alaska",6808,3513,2445,1068,1837,100,69.6,30.4,100,75.1,24.9
US02275,"Wrangell City and Borough, Alaska",2127,1273,933,340,591,100,73.3,26.7,100,63.3,36.7
US02282,"Yakutat City and Borough, Alaska",662,441,265,176,159,100,60.1,39.9,100,60,40
US02290,"Yukon-Koyukuk Census Area, Alaska",5343,4014,2194,1820,1597,100,54.7,45.3,100,72.8,27.2
US04001,"Apache County, Arizona",66021,28723,22103,6620,16178,100,77,23,100,73.2,26.8
US04003,"Cochise County, Arizona",125447,58648,50936,7712,35063,100,86.9,13.1,100,68.8,31.2
US04005,"Coconino County, Arizona",145101,69108,51320,17788,30397,100,74.3,25.7,100,59.2,40.8
US04007,"Gila County, Arizona",53272,32373,22312,10061,16935,100,68.9,31.1,100,75.9,24.1
US04009,"Graham County, Arizona",38533,13704,12150,1554,8688,100,88.7,11.3,100,71.5,28.5
US04011,"Greenlee County, Arizona",9563,4389,3634,755,1609,100,82.8,17.2,100,44.3,55.7
US04012,"La Paz County, Arizona",16557,13457,7370,6087,5288,100,54.8,45.2,100,71.8,28.2
US04013,"Maricopa County, Arizona",4420568,1812827,1643579,169248,1035950,100,90.7,9.3,100,63,37
US04015,"Mohave County, Arizona",213267,117650,91270,26380,65468,100,77.6,22.4,100,71.7,28.3
US04017,"Navajo County, Arizona",106717,56180,36836,19344,26116,100,65.6,34.4,100,70.9,29.1
US04019,"Pima County, Arizona",1043433,470132,427021,43111,271770,100,90.8,9.2,100,63.6,36.4
US04021,"Pinal County, Arizona",425264,172878,146663,26215,116748,100,84.8,15.2,100,79.6,20.4
US04023,"Santa Cruz County, Arizona",47669,18729,16670,2059,11228,100,89,11,100,67.4,32.6
US04025,"Yavapai County, Arizona",236209,121154,104425,16729,76788,100,86.2,13.8,100,73.5,26.5
US04027,"Yuma County, Arizona",203881,92048,69589,22459,49059,100,75.6,24.4,100,70.5,29.5
US05001,"Arkansas County, Arkansas",17149,8671,7293,1378,4789,100,84.1,15.9,100,65.7,34.3
US05003,"Ashley County, Arkansas",19062,9371,8019,1352,5836,100,85.6,14.4,100,72.8,27.2
US05005,"Baxter County, Arkansas",41627,22699,18936,3763,14106,100,83.4,16.6,100,74.5,25.5
US05007,"Benton County, Arkansas",284333,113088,104111,8977,69844,100,92.1,7.9,100,67.1,32.9
US05009,"Boone County, Arkansas",37373,17368,15455,1913,11063,100,89,11,100,71.6,28.4
US05011,"Bradley County, Arkansas",10545,5073,4277,796,2975,100,84.3,15.7,100,69.6,30.4
US05013,"Calhoun County, Arkansas",4739,2444,2019,425,1610,100,82.6,17.4,100,79.7,20.3
US05015,"Carroll County, Arkansas",28260,13853,11727,2126,8226,100,84.7,15.3,100,70.1,29.9
US05017,"Chicot County, Arkansas",10208,5104,4142,962,2654,100,81.2,18.8,100,64.1,35.9
US05019,"Clark County, Arkansas",21446,9977,8170,1807,5192,100,81.9,18.1,100,63.5,36.5
US05021,"Clay County, Arkansas",14552,7470,6176,1294,4385,100,82.7,17.3,100,71,29
US05023,"Cleburne County, Arkansas",24711,15527,10819,4708,8259,100,69.7,30.3,100,76.3,23.7
US05025,"Cleveland County, Arkansas",7550,3570,3101,469,2496,100,86.9,13.1,100,80.5,19.5
US05027,"Columbia County, Arkansas",22801,10999,9082,1917,6125,100,82.6,17.4,100,67.4,32.6
US05029,"Conway County, Arkansas",20715,9646,8387,1259,6140,100,86.9,13.1,100,73.2,26.8
US05031,"Craighead County, Arkansas",111231,46739,43221,3518,24126,100,92.5,7.5,100,55.8,44.2
US05033,"Crawford County, Arkansas",60133,25300,22986,2314,16361,100,90.9,9.1,100,71.2,28.8
US05035,"Crittenden County, Arkansas",48163,21291,18885,2406,10350,100,88.7,11.3,100,54.8,45.2
US05037,"Cross County, Arkansas",16833,7585,6711,874,4440,100,88.5,11.5,100,66.2,33.8
US05039,"Dallas County, Arkansas",6482,3468,2770,698,1942,100,79.9,20.1,100,70.1,29.9
US05041,"Desha County, Arkansas",11395,5795,4891,904,2793,100,84.4,15.6,100,57.1,42.9
US05043,"Drew County, Arkansas",17350,8259,7133,1126,4609,100,86.4,13.6,100,64.6,35.4
US05045,"Faulkner County, Arkansas",123498,51685,47622,4063,29850,100,92.1,7.9,100,62.7,37.3
US05047,"Franklin County, Arkansas",17097,7716,6706,1010,5030,100,86.9,13.1,100,75,25
US05049,"Fulton County, Arkansas",12075,6185,4991,1194,3969,100,80.7,19.3,100,79.5,20.5
US05051,"Garland County, Arkansas",100180,52326,42997,9329,29085,100,82.2,17.8,100,67.6,32.4
US05053,"Grant County, Arkansas",17958,7839,7091,748,5552,100,90.5,9.5,100,78.3,21.7
US05055,"Greene County, Arkansas",45736,19159,17673,1486,11597,100,92.2,7.8,100,65.6,34.4
US05057,"Hempstead County, Arkansas",20065,9601,7992,1609,5380,100,83.2,16.8,100,67.3,32.7
US05059,"Hot Spring County, Arkansas",33040,14179,12473,1706,9327,100,88,12,100,74.8,25.2
US05061,"Howard County, Arkansas",12785,6152,5096,1056,3506,100,82.8,17.2,100,68.8,31.2
US05063,"Independence County, Arkansas",37938,16667,14934,1733,10195,100,89.6,10.4,100,68.3,31.7
US05065,"Izard County, Arkansas",13577,6721,5494,1227,4319,100,81.7,18.3,100,78.6,21.4
US05067,"Jackson County, Arkansas",16755,7079,6203,876,3940,100,87.6,12.4,100,63.5,36.5
US05069,"Jefferson County, Arkansas",67260,30573,26264,4309,16425,100,85.9,14.1,100,62.5,37.5
US05071,"Johnson County, Arkansas",25749,11475,9902,1573,6943,100,86.3,13.7,100,70.1,29.9
US05073,"Lafayette County, Arkansas",6308,3916,2842,1074,2145,100,72.6,27.4,100,75.5,24.5
US05075,"Lawrence County, Arkansas",16216,7489,6514,975,4381,100,87,13,100,67.3,32.7
US05077,"Lee County, Arkansas",8600,3695,3103,592,1778,100,84,16,100,57.3,42.7
US05079,"Lincoln County, Arkansas",12941,4366,3807,559,2868,100,87.2,12.8,100,75.3,24.7
US05081,"Little River County, Arkansas",12026,6043,5098,945,3721,100,84.4,15.6,100,73,27
US05083,"Logan County, Arkansas",21131,9744,8449,1295,6280,100,86.7,13.3,100,74.3,25.7
US05085,"Lonoke County, Arkansas",74015,30112,27841,2271,20000,100,92.5,7.5,100,71.8,28.2
US05087,"Madison County, Arkansas",16521,7611,6437,1174,5026,100,84.6,15.4,100,78.1,21.9
US05089,"Marion County, Arkansas",16826,9461,7480,1981,5948,100,79.1,20.9,100,79.5,20.5
US05091,"Miller County, Arkansas",42600,19779,17068,2711,10632,100,86.3,13.7,100,62.3,37.7
US05093,"Mississippi County, Arkansas",40685,19075,16036,3039,8802,100,84.1,15.9,100,54.9,45.1
US05095,"Monroe County, Arkansas",6799,3828,3040,788,1882,100,79.4,20.6,100,61.9,38.1
US05097,"Montgomery County, Arkansas",8484,5435,3651,1784,2907,100,67.2,32.8,100,79.6,20.4
US05099,"Nevada County, Arkansas",8310,4298,3427,871,2483,100,79.7,20.3,100,72.5,27.5
US05101,"Newton County, Arkansas",7225,4086,3169,917,2610,100,77.6,22.4,100,82.4,17.6
US05103,"Ouachita County, Arkansas",22650,11837,9944,1893,6675,100,84,16,100,67.1,32.9
US05105,"Perry County, Arkansas",10019,4933,4085,848,3192,100,82.8,17.2,100,78.1,21.9
US05107,"Phillips County, Arkansas",16568,8315,6890,1425,3748,100,82.9,17.1,100,54.4,45.6
US05109,"Pike County, Arkansas",10171,5289,4128,1161,3149,100,78,22,100,76.3,23.7
US05111,"Poinsett County, Arkansas",22965,10327,9254,1073,5916,100,89.6,10.4,100,63.9,36.1
US05113,"Polk County, Arkansas",19221,9612,7992,1620,6155,100,83.1,16.9,100,77,23
US05115,"Pope County, Arkansas",63381,26902,24196,2706,16330,100,89.9,10.1,100,67.5,32.5
US05117,"Prairie County, Arkansas",8282,4071,3502,569,2548,100,86,14,100,72.8,27.2
US05119,"Pulaski County, Arkansas",399125,190511,170622,19889,96418,100,89.6,10.4,100,56.5,43.5
US05121,"Randolph County, Arkansas",18571,8562,7322,1240,5105,100,85.5,14.5,100,69.7,30.3
US05123,"St. Francis County, Arkansas",23090,9565,8470,1095,4739,100,88.6,11.4,100,56,44
US05125,"Saline County, Arkansas",123416,51879,48232,3647,36741,100,93,7,100,76.2,23.8
US05127,"Scott County, Arkansas",9836,4851,3930,921,2860,100,81,19,100,72.8,27.2
US05129,"Searcy County, Arkansas",7828,4705,3441,1264,2686,100,73.1,26.9,100,78.1,21.9
US05131,"Sebastian County, Arkansas",127799,56749,51312,5437,30134,100,90.4,9.6,100,58.7,41.3
US05133,"Sevier County, Arkansas",15839,6741,5731,1010,4176,100,85,15,100,72.9,27.1
US05135,"Sharp County, Arkansas",17271,9499,7356,2143,5616,100,77.4,22.6,100,76.3,23.7
US05137,"Stone County, Arkansas",12359,6784,5333,1451,4046,100,78.6,21.4,100,75.9,24.1
US05139,"Union County, Arkansas",39054,18599,16182,2417,11397,100,87,13,100,70.4,29.6
US05141,"Van Buren County, Arkansas",15796,9668,7012,2656,5596,100,72.5,27.5,100,79.8,20.2
US05143,"Washington County, Arkansas",245871,100508,92548,7960,49788,100,92.1,7.9,100,53.8,46.2
US05145,"White County, Arkansas",76822,33270,29705,3565,20055,100,89.3,10.7,100,67.5,32.5
US05147,"Woodruff County, Arkansas",6269,3250,2775,475,1731,100,85.4,14.6,100,62.4,37.6
US05149,"Yell County, Arkansas",20263,9246,7722,1524,5557,100,83.5,16.5,100,72,28
US06001,"Alameda County, California",1682353,621958,591636,30322,306480,100,95.1,4.9,100,51.8,48.2
US06003,"Alpine County, California",1204,1540,530,1010,373,100,34.4,65.6,100,70.4,29.6
US06005,"Amador County, California",40474,18805,15678,3127,11861,100,83.4,16.6,100,75.7,24.3
US06007,"Butte County, California",211632,90133,83268,6865,46776,100,92.4,7.6,100,56.2,43.8
US06009,"Calaveras County, California",45292,27422,18758,8664,14823,100,68.4,31.6,100,79,21
US06011,"Colusa County, California",21839,8099,7227,872,4417,100,89.2,10.8,100,61.1,38.9
US06013,"Contra Costa County, California",1165927,423342,407029,16313,267041,100,96.1,3.9,100,65.6,34.4
US06015,"Del Norte County, California",27743,11090,9807,1283,6187,100,88.4,11.6,100,63.1,36.9
US06017,"El Dorado County, California",191185,93467,75320,18147,56406,100,80.6,19.4,100,74.9,25.1
US06019,"Fresno County, California",1008654,338441,319296,19145,173496,100,94.3,5.7,100,54.3,45.7
US06021,"Glenn County, California",28917,10895,10177,718,6254,100,93.4,6.6,100,61.5,38.5
US06023,"Humboldt County, California",136463,62120,56422,5698,31225,100,90.8,9.2,100,55.3,44.7
US06025,"Imperial County, California",179702,56625,52050,4575,28624,100,91.9,8.1,100,55,45
US06027,"Inyo County, California",19016,9469,8046,1423,5172,100,85,15,100,64.3,35.7
US06029,"Kern County, California",909235,301009,281498,19511,166705,100,93.5,6.5,100,59.2,40.8
US06031,"Kings County, California",152486,46287,44100,2187,23860,100,95.3,4.7,100,54.1,45.9
US06033,"Lake County, California",68163,34220,27622,6598,18632,100,80.7,19.3,100,67.5,32.5
US06035,"Lassen County, California",32730,12216,9888,2328,6519,100,80.9,19.1,100,65.9,34.1
US06037,"Los Angeles County, California",10014009,3591981,3420628,171353,1559144,100,95.2,4.8,100,45.6,54.4
US06039,"Madera County, California",156255,49572,45607,3965,29184,100,92,8,100,64,36
US06041,"Marin County, California",262321,111564,104167,7397,64632,100,93.4,6.6,100,62,38
US06043,"Mariposa County, California",17131,9760,7372,2388,5315,100,75.5,24.5,100,72.1,27.9
US06045,"Mendocino County, California",91601,41370,36280,5090,21504,100,87.7,12.3,100,59.3,40.7
US06047,"Merced County, California",281202,87783,83464,4319,45639,100,95.1,4.9,100,54.7,45.3
US06049,"Modoc County, California",8700,4752,3732,1020,2594,100,78.5,21.5,100,69.5,30.5
US06051,"Mono County, California",13195,13589,5474,8115,3117,100,40.3,59.7,100,56.9,43.1
US06053,"Monterey County, California",439035,143631,131789,11842,67068,100,91.8,8.2,100,50.9,49.1
US06055,"Napa County, California",138019,55448,49738,5710,30442,100,89.7,10.3,100,61.2,38.8
US06057,"Nevada County, California",102241,53627,42774,10853,31472,100,79.8,20.2,100,73.6,26.4
US06059,"Orange County, California",3186989,1129785,1074105,55680,602576,100,95.1,4.9,100,56.1,43.9
US06061,"Placer County, California",404739,172356,152101,20255,109123,100,88.2,11.8,100,71.7,28.3
US06063,"Plumas County, California",19790,15396,9216,6180,6491,100,59.9,40.1,100,70.4,29.6
US06065,"Riverside County, California",2418185,848549,763283,85266,508146,100,90,10,100,66.6,33.4
US06067,"Sacramento County, California",1585055,587551,564445,23106,322469,100,96.1,3.9,100,57.1,42.9
US06069,"San Benito County, California",64209,20365,19484,881,13095,100,95.7,4.3,100,67.2,32.8
US06071,"San Bernardino County, California",2181654,731899,667836,64063,406247,100,91.2,8.8,100,60.8,39.2
US06073,"San Diego County, California",3298634,1228505,1158764,69741,619535,100,94.3,5.7,100,53.5,46.5
US06075,"San Francisco County, California",873965,406628,371851,34777,126924,100,91.4,8.6,100,34.1,65.9
US06077,"San Joaquin County, California",779233,251453,241119,10334,142884,100,95.9,4.1,100,59.3,40.7
US06079,"San Luis Obispo County, California",282424,123715,107797,15918,66306,100,87.1,12.9,100,61.5,38.5
US06081,"San Mateo County, California",764442,283693,269417,14276,152263,100,95,5,100,56.5,43.5
US06083,"Santa Barbara County, California",448229,158279,148353,9926,77667,100,93.7,6.3,100,52.4,47.6
US06085,"Santa Clara County, California",1936259,688035,656063,31972,352508,100,95.4,4.6,100,53.7,46.3
US06087,"Santa Cruz County, California",270861,106345,96261,10084,56000,100,90.5,9.5,100,58.2,41.8
US06089,"Shasta County, California",182155,79380,72836,6544,47028,100,91.8,8.2,100,64.6,35.4
US06091,"Sierra County, California",3236,2127,1456,671,1077,100,68.5,31.5,100,74,26
US06093,"Siskiyou County, California",44076,22929,19219,3710,12755,100,83.8,16.2,100,66.4,33.6
US06095,"Solano County, California",453491,162237,155924,6313,97362,100,96.1,3.9,100,62.4,37.6
US06097,"Sonoma County, California",488863,204742,187701,17041,113070,100,91.7,8.3,100,60.2,39.8
US06099,"Stanislaus County, California",552878,183140,176738,6402,105638,100,96.5,3.5,100,59.8,40.2
US06101,"Sutter County, California",99633,34499,33062,1437,19922,100,95.8,4.2,100,60.3,39.7
US06103,"Tehama County, California",65829,27341,24910,2431,16151,100,91.1,8.9,100,64.8,35.2
US06105,"Trinity County, California",16112,8183,6290,1893,4484,100,76.9,23.1,100,71.3,28.7
US06107,"Tulare County, California",473117,150652,141987,8665,83042,100,94.2,5.8,100,58.5,41.5
US06109,"Tuolumne County, California",55620,31415,22711,8704,16294,100,72.3,27.7,100,71.7,28.3
US06111,"Ventura County, California",843843,293080,279715,13365,177190,100,95.4,4.6,100,63.3,36.7
US06113,"Yolo County, California",216403,80188,76594,3594,40566,100,95.5,4.5,100,53,47
US06115,"Yuba County, California",81575,29458,27008,2450,16554,100,91.7,8.3,100,61.3,38.7
US08001,"Adams County, Colorado",519572,186544,178525,8019,118634,100,95.7,4.3,100,66.5,33.5
US08003,"Alamosa County, Colorado",16376,7064,6377,687,3699,100,90.3,9.7,100,58,42
US08005,"Arapahoe County, Colorado",655070,262493,250206,12287,156317,100,95.3,4.7,100,62.5,37.5
US08007,"Archuleta County, Colorado",13359,9495,5792,3703,4554,100,61,39,100,78.6,21.4
US08009,"Baca County, Colorado",3506,1972,1575,397,1111,100,79.9,20.1,100,70.5,29.5
US08011,"Bent County, Colorado",5650,2136,1805,331,1163,100,84.5,15.5,100,64.4,35.6
US08013,"Boulder County, Colorado",330758,140848,132551,8297,80791,100,94.1,5.9,100,61,39
US08014,"Broomfield County, Colorado",74112,31298,29682,1616,18477,100,94.8,5.2,100,62.2,37.8
US08015,"Chaffee County, Colorado",19476,10921,8411,2510,6214,100,77,23,100,73.9,26.1
US08017,"Cheyenne County, Colorado",1748,925,745,180,550,100,80.5,19.5,100,73.8,26.2
US08019,"Clear Creek County, Colorado",9397,5672,4391,1281,3303,100,77.4,22.6,100,75.2,24.8
US08021,"Conejos County, Colorado",7461,3998,2896,1102,2237,100,72.4,27.6,100,77.2,22.8
US08023,"Costilla County, Colorado",3499,2423,1594,829,1235,100,65.8,34.2,100,77.5,22.5
US08025,"Crowley County, Colorado",5922,1509,1317,192,963,100,87.3,12.7,100,73.1,26.9
US08027,"Custer County, Colorado",4704,4175,2219,1956,1829,100,53.1,46.9,100,82.4,17.6
US08029,"Delta County, Colorado",31196,14780,13075,1705,9888,100,88.5,11.5,100,75.6,24.4
US08031,"Denver County, Colorado",715522,344980,317326,27654,148074,100,92,8,100,46.7,53.3
US08033,"Dolores County, Colorado",2326,1319,932,387,746,100,70.7,29.3,100,80,20
US08035,"Douglas County, Colorado",357978,135643,129862,5781,100088,100,95.7,4.3,100,77.1,22.9
US08037,"Eagle County, Colorado",55731,32967,20760,12207,13467,100,63,37,100,64.9,35.1
US08039,"Elbert County, Colorado",26062,9805,9376,429,8538,100,95.6,4.4,100,91.1,8.9
US08041,"El Paso County, Colorado",730395,287459,272683,14776,178943,100,94.9,5.1,100,65.6,34.4
US08043,"Fremont County, Colorado",48939,20243,17871,2372,13583,100,88.3,11.7,100,76,24
US08045,"Garfield County, Colorado",61685,24091,22364,1727,14738,100,92.8,7.2,100,65.9,34.1
US08047,"Gilpin County, Colorado",5808,3516,2608,908,2098,100,74.2,25.8,100,80.4,19.6
US08049,"Grand County, Colorado",15717,16633,7006,9627,4866,100,42.1,57.9,100,69.5,30.5
US08051,"Gunnison County, Colorado",16918,12131,7135,4996,4461,100,58.8,41.2,100,62.5,37.5
