GISJOIN,GEOID,STATE,COUNTY,Persons_1970,Persons_1980,Persons_1990,Persons_2000,Persons_2010,Persons_2020,Households_1970,Households_1980,Households_1990,Households_2000,Households_2010,Households_2020
G0601050,US06105,California,Trinity County,7615,11858,13063,13022,13786,16112,2608,4498,5156,5587,6083,6290
G0601070,US06107,California,Tulare County,188322,245738,311921,368021,442179,473117,56490,80646,97861,110385,130352,141987
G0601090,US06109,California,Tuolumne County,22169,33928,48456,54501,55365,55620,7498,12866,17959,21004,22156,22711
G0601110,US06111,California,Ventura County,376430,529174,669016,753197,823318,843843,106469,172781,217298,243234,266920,279715
G0601130,US06113,California,Yolo County,91788,113374,141092,168660,200849,216403,28316,41304,50972,59375,70872,76594
G0601150,US06115,California,Yuba County,44736,49733,58228,60219,72155,81575,13074,17504,19776,20535,24307,27008
G0800010,US08001,Colorado,Adams County,185789,245944,265038,363857,441603,519572,50024,84219,96353,128156,153764,178525
G0800030,US08003,Colorado,Alamosa County,11422,11799,13617,14966,15445,16376,3285,3921,4721,5467,5995,6377
G0800050,US08005,Colorado,Arapahoe County,162142,293621,391511,487967,572003,655070,47529,106018,154710,190909,224011,250206
G0800070,US08007,Colorado,Archuleta County,2733,3664,5345,9898,12084,13359,817,1241,2010,3980,5267,5792
G0800090,US08009,Colorado,Baca County,5674,5419,4556,4517,3788,3506,1938,2047,1872,1905,1685,1575
G0800110,US08011,Colorado,Bent County,6493,5945,5048,5998,6499,5650,1941,1999,1865,2003,1832,1805
G0800130,US08013,Colorado,Boulder County,131889,189625,225339,291288,294567,330758,40854,68964,88402,114680,119300,132551
G0800140,US08014,Colorado,Broomfield County,,,,,55889,74112,,,,,21414,29682
G0800150,US08015,Colorado,Chaffee County,10162,13227,12684,16242,17809,19476,3176,4758,4848,6584,7601,8411
G0800170,US08017,Colorado,Cheyenne County,2396,2153,2397,2231,1836,1748,774,813,904,880,786,745
G0800190,US08019,Colorado,Clear Creek County,4819,7308,7619,9322,9088,9397,1625,2835,3153,4019,4208,4391
G0800210,US08021,Colorado,Conejos County,7846,7794,7453,8400,8256,7461,1980,2356,2492,2980,3118,2896
G0800230,US08023,Colorado,Costilla County,3091,3071,3190,3663,3524,3499,826,1025,1192,1503,1550,1594
G0800250,US08025,Colorado,Crowley County,3086,2988,3946,5518,5823,5922,1083,1130,1165,1358,1306,1317
G0800270,US08027,Colorado,Custer County,1120,1528,1926,3503,4255,4704,411,572,770,1480,1925,2219
G0800290,US08029,Colorado,Delta County,15286,21225,20980,27834,30952,31196,5298,7924,8372,11058,12703,13075
G0800310,US08031,Colorado,Denver County,514678,492365,467610,554636,600158,715522,185331,211566,210952,239235,263107,317326
G0800330,US08033,Colorado,Dolores County,1641,1658,1504,1844,2064,2326,500,584,581,785,899,932
G0800350,US08035,Colorado,Douglas County,8407,25153,60391,175766,285465,357978,2420,7857,20844,60924,102018,129862
G0800370,US08037,Colorado,Eagle County,7498,13320,21928,41659,52197,55731,2302,5223,8354,15148,19236,20760
G0800390,US08039,Colorado,Elbert County,3903,6850,9646,19872,23086,26062,1280,2277,3377,6770,8380,9376
G0800410,US08041,Colorado,El Paso County,235972,309424,397014,516929,622263,730395,67581,107791,146965,192409,235959,272683
G0800430,US08043,Colorado,Fremont County,21942,28676,32273,46145,46824,48939,7006,10058,11713,15232,16582,17871
G0800450,US08045,Colorado,Garfield County,14821,22514,29974,43791,56389,61685,4923,8131,11266,16229,20359,22364
G0800470,US08047,Colorado,Gilpin County,1272,2441,3070,4757,5441,5808,469,958,1308,2043,2460,2608
G0800490,US08049,Colorado,Grand County,4107,7475,7966,12442,14843,15717,1370,2797,3168,5075,6469,7006
G0800510,US08051,Colorado,Gunnison County,7578,10689,10273,13956,15324,16918,2215,3784,3855,5649,6516,7135
G0800530,US08053,Colorado,Hinsdale County,202,408,467,790,843,788,80,163,214,359,362,375
G0800550,US08055,Colorado,Huerfano County,6590,6440,6009,7862,6711,6820,2205,2403,2446,3082,3137,3195
G0800570,US08057,Colorado,Jackson County,1811,1863,1605,1577,1394,1379,578,662,632,661,649,656
G0800590,US08059,Colorado,Jefferson County,233031,371753,438430,527056,534543,582910,68322,129778,166545,206067,218160,237676
G0800610,US08061,Colorado,Kiowa County,2029,1936,1688,1622,1398,1446,686,718,657,665,619,581
G0800630,US08063,Colorado,Kit Carson County,7530,7599,7140,8011,8270,7087,2387,2765,2785,2990,3038,2893
G0800650,US08065,Colorado,Lake County,8282,8830,6007,7812,7310,7436,2443,3000,2382,2977,2953,3075
G0800670,US08067,Colorado,La Plata County,19199,27424,32284,43941,51334,55638,5683,9746,11976,17342,21100,23487
G0800690,US08069,Colorado,Larimer County,89900,149184,186136,251494,299630,359066,28183,54086,70472,97164,120295,144360
G0800710,US08071,Colorado,Las Animas County,15744,14897,13765,15207,15507,14555,5084,5367,5421,6173,6384,6373
G0800730,US08073,Colorado,Lincoln County,4836,4663,4529,6087,5467,5675,1605,1822,1817,2058,1948,1980
G0800750,US08075,Colorado,Logan County,18852,19800,17567,20504,22709,21528,5808,7146,6978,7551,8047,7919
G0800770,US08077,Colorado,Mesa County,54374,81530,93145,116255,146723,155703,17640,29668,36250,45823,58095,63133
G0800790,US08079,Colorado,Mineral County,786,804,558,831,712,865,254,314,247,377,355,424
G0800810,US08081,Colorado,Moffat County,6525,13133,11357,13184,13795,13292,2095,4578,4178,4983,5465,5352
G0800830,US08083,Colorado,Montezuma County,12952,16510,18672,23830,25535,25849,3965,5661,6762,9201,10541,10806
G0800850,US08085,Colorado,Montrose County,18366,24352,24423,33432,41276,42679,5612,8428,9405,13043,16484,17482
G0800870,US08087,Colorado,Morgan County,20105,22513,21939,27171,28159,29111,6300,7981,8139,9539,10294,10519
G0800890,US08089,Colorado,Otero County,23523,22567,20185,20311,18831,18690,7277,7937,7593,7920,7729,7676
G0800910,US08091,Colorado,Ouray County,1546,1925,2295,3742,4436,4874,538,723,947,1576,2022,2297
G0800930,US08093,Colorado,Park County,2185,5333,7174,14523,16206,17390,757,1857,2775,5894,7174,7810
G0800950,US08095,Colorado,Phillips County,4131,4542,4189,4480,4442,4530,1471,1753,1712,1781,1819,1814
G0800970,US08097,Colorado,Pitkin County,6185,10338,12661,14872,17148,17358,2069,4519,5877,6807,8152,8027
G0800990,US08099,Colorado,Prowers County,13258,13070,13347,14483,12551,11999,4151,4658,4984,5307,4935,4730
G0801010,US08101,Colorado,Pueblo County,118238,125972,123051,141472,159063,168162,35373,45095,47057,54579,62972,67095
G0801030,US08103,Colorado,Rio Blanco County,4842,6255,5972,5986,6666,6529,1474,2104,2181,2306,2647,2592
G0801050,US08105,Colorado,Rio Grande County,10494,10511,10770,12413,11982,11539,3070,3522,3930,4701,4779,4789
G0801070,US08107,Colorado,Routt County,6592,13404,14088,19690,23509,24829,2159,4934,5483,7953,9892,10388
G0801090,US08109,Colorado,Saguache County,3827,3935,4619,5917,6108,6368,1134,1360,1643,2300,2640,2835
G0801110,US08111,Colorado,San Juan County,831,833,745,558,699,705,262,318,287,269,344,369
G0801130,US08113,Colorado,San Miguel County,1949,3192,3653,6594,7359,8072,630,1250,1489,3015,3454,3597
G0801150,US08115,Colorado,Sedgwick County,3405,3266,2690,2747,2379,2404,1161,1260,1141,1165,1093,1086
G0801170,US08117,Colorado,Summit County,2665,8848,12881,23548,27994,31055,862,3571,5295,9120,11754,12939
G0801190,US08119,Colorado,Teller County,3316,8034,12468,20555,23350,24710,1127,2882,4720,7993,9805,10621
G0801210,US08121,Colorado,Washington County,5550,5304,4812,4926,4814,4817,1848,2017,1915,1989,1980,1933
G0801230,US08123,Colorado,Weld County,89297,123438,131821,180936,252825,328981,26664,42749,47470,63247,89349,113995
G0801250,US08125,Colorado,Yuma County,8544,9682,8954,9841,10043,9988,3013,3606,3472,3800,3952,3852
G0900010,US09001,Connecticut,Fairfield County,792814,807143,827645,882567,916829,957419,243806,280597,305011,324232,335545,354084
G0900030,US09003,Connecticut,Hartford County,816737,807766,851783,857183,894014,899498,255437,289658,324691,335098,350854,362021
G0900050,US09005,Connecticut,Litchfield County,144091,156769,174092,182193,189927,185186,45550,55667,66371,71551,76640,77502
G0900070,US09007,Connecticut,Middlesex County,114816,129017,143196,155071,165676,164245,34758,45922,54651,61341,67202,68685
G0900090,US09009,Connecticut,New Haven County,744948,761337,804219,824008,862477,864835,231754,271542,304730,319040,334502,343437
G0900110,US09011,Connecticut,New London County,230348,238409,254957,259088,274055,268555,67618,81814,93245,99835,107057,109572
G0900130,US09013,Connecticut,Tolland County,103440,114823,128699,136364,152691,149788,27902,36269,44309,49431,54477,56894
G0900150,US09015,Connecticut,Windham County,84515,92312,102525,109091,118428,116418,26444,32209,37471,41142,44810,45874
G1000010,US10001,Delaware,Kent County,81892,98219,110993,126697,162310,181851,23368,32737,39655,47224,60278,68290
G1000030,US10003,Delaware,New Castle County,385856,398115,441946,500265,538479,570719,115774,138944,164161,188935,202651,219571
G1000050,US10005,Delaware,Sussex County,80356,98004,113229,156638,197145,237378,25662,35400,43681,62577,79368,98514
G1100010,US11001,District of Columbia,District of Columbia,756510,638333,606900,572059,601723,689545,262538,253143,249634,248338,266707,312448
G1200010,US12001,Florida,Alachua County,104764,151348,181596,217955,247336,278468,31115,54607,71258,87509,100516,112723
G1200030,US12003,Florida,Baker County,9242,15289,18486,22259,27115,28259,2229,4243,5554,7043,8772,9087
G1200050,US12005,Florida,Bay County,75283,97740,126994,148217,168852,175216,23403,34754,48938,59597,68438,70134
G1200070,US12007,Florida,Bradford County,14625,20023,22515,26088,28520,28303,4058,6297,7193,8497,9479,9462
G1200090,US12009,Florida,Brevard County,230006,272959,398978,476230,543376,606612,68560,101783,161365,198195,229692,257026
G1200110,US12011,Florida,Broward County,620100,1018200,1255488,1623018,1748066,1944375,222563,417517,528442,654445,686047,756657
G1200130,US12013,Florida,Calhoun County,7624,9294,11011,13017,14625,13648,2393,3221,3793,4468,5061,4784
G1200150,US12015,Florida,Charlotte County,27559,58460,110975,141627,159978,186847,11668,25922,48433,63864,73370,85846
G1200170,US12017,Florida,Citrus County,19196,54703,93515,118085,141236,153843,7358,22985,40573,52634,63304,69438
G1200190,US12019,Florida,Clay County,32059,67052,105986,140814,190865,218245,9396,21646,36663,50243,68792,78939
G1200210,US12021,Florida,Collier County,38040,85971,152099,251377,321520,375752,13012,33966,61703,102973,133179,157921
G1200230,US12023,Florida,Columbia County,25250,35399,42613,56513,67531,69698,7669,12183,15611,20925,24941,26424
G1200270,US12027,Florida,DeSoto County,13060,19039,23865,32209,34862,33976,3761,6256,8222,10746,11445,11941
G1200290,US12029,Florida,Dixie County,5480,7751,10585,13827,16422,16759,1708,2663,3916,5205,6316,6248
G1200310,US12031,Florida,Duval County,528865,571003,672971,778879,864263,995567,161666,208351,257245,303747,342450,399759
G1200330,US12033,Florida,Escambia County,205334,233794,262798,294410,297619,321905,60387,81067,98608,111049,116238,128160
G1200350,US12035,Florida,Flagler County,4454,10913,28701,49832,95696,115378,1488,4359,11880,21294,39186,48450
G1200370,US12037,Florida,Franklin County,7065,7661,8967,11057,11549,12451,2429,2765,3628,4096,4254,4947
G1200390,US12039,Florida,Gadsden County,39184,41565,41105,45087,46389,43826,9066,12092,13405,15867,16952,16806
G1200410,US12041,Florida,Gilchrist County,3551,5767,9667,14437,16939,17864,1146,2006,3284,5021,6121,6551
G1200430,US12043,Florida,Glades County,3669,5992,7591,10576,12884,12126,1115,2224,2885,3852,4533,4250
G1200450,US12045,Florida,Gulf County,10096,10658,11504,13332,15863,14192,3001,3683,4324,4931,5335,5571
G1200470,US12047,Florida,Hamilton County,7787,8761,10930,13327,14799,14004,2353,2904,3488,4161,4617,4690
G1200490,US12049,Florida,Hardee County,14889,19379,19499,26938,27731,25327,4368,6253,6391,8166,8245,8059
G1200510,US12051,Florida,Hendry County,11859,18599,25773,36210,39140,39619,3617,5959,8402,10850,12025,12644
G1200530,US12053,Florida,Hernando County,17004,44469,101115,130802,172778,194515,6084,17735,42300,55425,71745,79773
G1200550,US12055,Florida,Highlands County,29507,47526,68432,87366,98786,101235,10468,18960,29544,37471,42604,44376
G1200570,US12057,Florida,Hillsborough County,490265,646960,834054,998948,1229226,1459762,158750,237943,324872,391357,474030,559949
G1200590,US12059,Florida,Holmes County,10720,14723,15778,18564,19927,19653,3550,5244,5800,6921,7354,7282
G1200610,US12061,Florida,Indian River County,35992,59896,90208,112947,138028,159788,12325,23331,38057,49137,60176,71177
G1200630,US12063,Florida,Jackson County,34434,39154,41375,46755,49746,47319,10295,13332,14465,16620,17417,17083
G1200650,US12065,Florida,Jefferson County,8778,10703,11296,12902,14761,14510,2481,3486,3982,4695,5646,5816
G1200670,US12067,Florida,Lafayette County,2892,4035,5578,7022,8870,8226,955,1413,1721,2142,2580,2727
G1200690,US12069,Florida,Lake County,69305,104870,152104,210528,297052,383956,24621,41650,63616,88413,121289,156923
G1200710,US12071,Florida,Lee County,105216,205266,335113,440888,618754,760822,37313,82509,140124,188599,259818,318303
G1200730,US12073,Florida,Leon County,103047,148655,192493,239452,275487,292198,31022,54103,74828,96521,110945,121085
G1200750,US12075,Florida,Levy County,12756,19870,25923,34450,40801,42915,4175,7267,10079,13867,16404,17756
G1200770,US12077,Florida,Liberty County,3379,4260,5569,7021,8365,7974,1064,1485,1706,2222,2525,2491
G1200790,US12079,Florida,Madison County,13481,14894,16569,18733,19224,17968,4000,4977,5522,6629,6985,6877
G1200810,US12081,Florida,Manatee County,97115,148442,211707,264002,322833,399710,38488,61998,91060,112460,135729,168437
G1200830,US12083,Florida,Marion County,69030,122488,194833,258916,331298,375908,22317,45458,78177,106755,137726,156906
G1200850,US12085,Florida,Martin County,28035,64014,100900,126731,146318,158431,10122,25863,43022,55288,63899,68750
G1200860,US12086,Florida,Miami-Dade County,,,,2253362,2496435,2701767,,,,776774,867352,967414
G1200870,US12087,Florida,Monroe County,52586,63188,78024,79589,73090,82874,16827,26340,33583,35086,32629,36436
G1200890,US12089,Florida,Nassau County,20626,32894,43941,57663,73314,90352,6018,10976,16192,21980,28794,35919
G1200910,US12091,Florida,Okaloosa County,88187,109920,143776,170498,180822,211668,24915,37538,53313,66269,72379,83957
G1200930,US12093,Florida,Okeechobee County,11233,20264,29627,35910,39996,39644,3178,6981,10214,12593,14013,14433
G1200950,US12095,Florida,Orange County,344311,471016,677491,896344,1145956,1429908,108645,170754,254852,336286,421847,519437
G1200970,US12097,Florida,Osceola County,25267,49287,107728,172493,268685,388656,9092,18615,39150,60977,90603,130574
G1200990,US12099,Florida,Palm Beach County,348753,576863,863518,1131184,1320134,1492191,123347,234339,365558,474175,544227,607880
G1201010,US12101,Florida,Pasco County,75955,193643,281131,344765,464697,561891,30361,81346,121674,147566,189612,225214
G1201030,US12103,Florida,Pinellas County,522329,728531,851659,921482,916542,959107,211301,319527,380635,414968,415876,442789
G1201050,US12105,Florida,Polk County,227222,321652,405382,483924,602095,725046,73024,114394,155969,187233,227485,272418
G1201070,US12107,Florida,Putnam County,36290,50549,65070,70423,74364,73321,11494,18397,25070,27839,29409,29569
G1201090,US12109,Florida,St. Johns County,30727,51303,83829,123135,190039,273425,10004,18623,33426,49614,75338,104640
G1201110,US12111,Florida,St. Lucie County,50836,87182,150171,192695,277789,329226,16847,32506,58174,76933,108523,128997
G1201130,US12113,Florida,Santa Rosa County,37741,55988,81608,117743,151372,188000,10846,18595,29900,43793,56910,69454
G1201150,US12115,Florida,Sarasota County,120413,202251,277776,325957,379448,434006,48634,88739,125493,149937,175746,200211
G1201170,US12117,Florida,Seminole County,83692,179752,287529,365196,422718,470856,25757,63247,107657,139572,164706,182420
G1201190,US12119,Florida,Sumter County,14839,24272,31577,53345,93420,129752,4627,8582,12119,20779,41361,62907
G1201210,US12121,Florida,Suwannee County,15559,22287,26780,34844,41551,43474,4855,7739,10034,13460,15953,16385
G1201230,US12123,Florida,Taylor County,13641,16532,17111,19256,22570,21796,4227,5826,6401,7176,7920,8138
G1201250,US12125,Florida,Union County,8112,10166,10252,13442,15535,16147,1639,2119,2658,3367,4048,4271
G1201270,US12127,Florida,Volusia County,169487,258762,370712,443343,494593,553543,62747,105773,153416,184723,208236,232301
G1201290,US12129,Florida,Wakulla County,6308,10887,14202,22863,30776,33764,1926,3730,5210,8450,10490,11970
G1201310,US12131,Florida,Walton County,16087,21300,27760,40601,55043,75305,5270,8043,11294,16548,22301,29981
G1201330,US12133,Florida,Washington County,11453,14509,16919,20973,24896,25318,3620,5235,6443,7931,8864,9124
G1300010,US13001,Georgia,Appling County,12726,15565,15744,17419,18236,18444,3632,5117,5834,6606,6969,7135
G1300030,US13003,Georgia,Atkinson County,5879,6141,6213,7609,8375,8286,1629,2009,2210,2717,2983,3064
G1300050,US13005,Georgia,Bacon County,8233,9379,9566,10103,11096,11140,2424,3116,3442,3833,4214,4251
G1300070,US13007,Georgia,Baker County,3875,3808,3615,4074,3451,2876,1057,1208,1300,1514,1372,1187
G1300090,US13009,Georgia,Baldwin County,34240,34686,39530,44700,45720,43799,7083,10151,12165,14758,16788,16511
G1300110,US13011,Georgia,Banks County,6833,8702,10308,14422,18395,18035,2128,3034,3775,5364,6700,6652
G1300130,US13013,Georgia,Barrow County,16859,21354,29721,46144,69367,83505,5298,7314,10676,16354,23971,28727
G1300150,US13015,Georgia,Bartow County,32663,40760,55911,76019,100157,108901,9963,13804,20091,27176,35782,40045
G1300170,US13017,Georgia,Ben Hill County,13171,16000,16245,17484,17634,17194,4283,5670,5972,6673,6794,7074
G1300190,US13019,Georgia,Berrien County,11556,13525,14153,16235,19286,18160,3572,4653,5149,6261,7443,7118
G1300210,US13021,Georgia,Bibb County,143418,150256,149967,153887,155547,157346,44226,52580,56307,59667,60295,62762
G1300230,US13023,Georgia,Bleckley County,10291,10767,10430,11666,13063,12583,2939,3552,3816,4372,4660,4547
G1300250,US13025,Georgia,Brantley County,5940,8701,11077,14629,18411,18021,1695,2784,3811,5436,6885,6915
G1300270,US13027,Georgia,Brooks County,13739,15255,15398,16450,16243,16301,3992,4990,5392,6155,6457,6359
G1300290,US13029,Georgia,Bryan County,6539,10175,15438,23417,30233,44738,1820,3214,5070,8089,10738,15445
